,ticker,cik,shares_outstanding2013,shares_outstanding2014,shares_outstanding2015,shares_outstanding2016,shares_outstanding2017,shares_outstanding2018,shares_outstanding2019,net_income2013,net_income2014,net_income2015,net_income2016,net_income2017,net_income2018,net_income2019,eps2013,eps2014,eps2015,eps2016,eps2017,eps2018,eps2019,cfo2013,cfo2014,cfo2015,cfo2016,cfo2017,cfo2018,cfo2019,debt_proceeds2013,debt_proceeds2014,debt_proceeds2015,debt_proceeds2016,debt_proceeds2017,debt_proceeds2018,debt_proceeds2019,debt_repayments2013,debt_repayments2014,debt_repayments2015,debt_repayments2016,debt_repayments2017,debt_repayments2018,debt_repayments2019,capex2013,capex2014,capex2015,capex2016,capex2017,capex2018,capex2019,ppe_purchase2013,ppe_purchase2014,ppe_purchase2015,ppe_purchase2016,ppe_purchase2017,ppe_purchase2018,ppe_purchase2019,ppe_sale2013,ppe_sale2014,ppe_sale2015,ppe_sale2016,ppe_sale2017,ppe_sale2018,ppe_sale2019,ppe2013,ppe2014,ppe2015,ppe2016,ppe2017,ppe2018,ppe2019,ppe_prev2013,ppe_prev2014,ppe_prev2015,ppe_prev2016,ppe_prev2017,ppe_prev2018,ppe_prev2019,revenue2013,revenue2014,revenue2015,revenue2016,revenue2017,revenue2018,revenue2019,operating_income2013,operating_income2014,operating_income2015,operating_income2016,operating_income2017,operating_income2018,operating_income2019,dep_amort2013,dep_amort2014,dep_amort2015,dep_amort2016,dep_amort2017,dep_amort2018,dep_amort2019,ebitda2013,ebitda2014,ebitda2015,ebitda2016,ebitda2017,ebitda2018,ebitda2019,shares_outstanding_coalesced2013,shares_outstanding_coalesced2014,shares_outstanding_coalesced2015,shares_outstanding_coalesced2016,shares_outstanding_coalesced2017,shares_outstanding_coalesced2018,shares_outstanding_coalesced2019,capex_coalesced2013,capex_coalesced2014,capex_coalesced2015,capex_coalesced2016,capex_coalesced2017,capex_coalesced2018,capex_coalesced2019,net_debt_proceeds2013,net_debt_proceeds2014,net_debt_proceeds2015,net_debt_proceeds2016,net_debt_proceeds2017,net_debt_proceeds2018,net_debt_proceeds2019,fcfe2013,fcfe2014,fcfe2015,fcfe2016,fcfe2017,fcfe2018,fcfe2019,fcfe_per_share2013,fcfe_per_share2014,fcfe_per_share2015,fcfe_per_share2016,fcfe_per_share2017,fcfe_per_share2018,fcfe_per_share2019,avg_price2013,avg_price2014,avg_price2015,avg_price2016,avg_price2017,avg_price2018,avg_price2019,current_price,revenue_last_value,revenue_last_year,revenue_first_value,revenue_first_year,revenue_years_avail,revenue_years_between,shares_outstanding_last_value,shares_outstanding_last_year,shares_outstanding_first_value,shares_outstanding_first_year,shares_outstanding_years_avail,shares_outstanding_years_between,fcfe_last_value,fcfe_last_year,fcfe_first_value,fcfe_first_year,fcfe_years_avail,fcfe_years_between,fcfe_per_share_last_value,fcfe_per_share_last_year,fcfe_per_share_first_value,fcfe_per_share_first_year,fcfe_per_share_years_avail,fcfe_per_share_years_between,fcfe_yield2013,fcfe_yield2014,fcfe_yield2015,fcfe_yield2016,fcfe_yield2017,fcfe_yield2018,fcfe_yield2019,avg_fcfe_yield,revenue_CAGR,fcfe_per_share_CAGR,estimated_fcfe_multiplier,estimated_fcfe_per_share_CAGR,estimated_fcfe_f1,estimated_fcfe_f2,estimated_fcfe_f3,estimated_fcfe_f4,estimated_fcfe_f5,estimated_fcfe_f6,estimated_fcfe_f7,estimated_fcfe_f8,estimated_fcfe_f9,estimated_fcfe_f10,estimated_sale_price,estimated_total_cfs,estimated_IRR
69,hum,49071,,,,,,,,1231000000.0,1147000000.0,1276000000.0,614000000.0,2448000000.0,1683000000.0,2707000000.0,7.73,7.36,8.44,4.07,16.81,12.16,20.1,1716000000.0,1618000000.0,953000000.0,1936000000.0,4051000000.0,2173000000.0,5284000000.0,,,,,,,,,,,,,,,,,,,,,,441000000.0,528000000.0,523000000.0,527000000.0,526000000.0,612000000.0,736000000.0,4000000.0,0.0,1000000.0,0.0,2000000.0,,,1218000000.0,1419000000.0,1384000000.0,1505000000.0,1584000000.0,1735000000.0,1955000000.0,1098000000.0,1218000000.0,1228000000.0,1384000000.0,1505000000.0,1584000000.0,1735000000.0,41313000000.0,48500000000.0,54289000000.0,54379000000.0,53767000000.0,56912000000.0,64888000000.0,2061000000.0,2362000000.0,2347000000.0,1741000000.0,4262000000.0,3100000000.0,3192000000.0,,,,,,,,2061000000.0,2362000000.0,2347000000.0,1741000000.0,4262000000.0,3100000000.0,3192000000.0,159249676.58473483,155842391.3043478,151184834.12322277,150859950.85995084,145627602.6174896,138404605.2631579,134676616.9154229,437000000.0,528000000.0,522000000.0,527000000.0,524000000.0,612000000.0,736000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279000000.0,1090000000.0,431000000.0,1409000000.0,3527000000.0,1561000000.0,4548000000.0,8.031413484971567,6.994245858761988,2.8508150470219435,9.339788273615637,24.219309640522876,11.278526440879384,33.769782046545984,80.84227150205582,116.71287209647042,170.21084776378814,173.73703699263316,226.25587244527748,296.9345116482313,282.26136214419665,392.0,64888000000.0,2019,41313000000.0,2013,7,6,134676616.9154229,2019,159249676.58473483,2013,7,6,4548000000.0,2019,1279000000.0,2013,7,6,33.769782046545984,2019,8.031413484971567,2013,7,6,0.0993467073072944,0.059926944930125715,0.016748727149154388,0.05375818786417812,0.1070438940601667,0.037983211780517744,0.11964011577785233,0.07063539840989849,0.07815104762228177,0.2704455178209804,10.617905708519352,0.20283413836573527,40.61944669075582,48.858457161168204,58.76862022133294,70.68890266687012,85.02702533132407,102.27340875220473,123.01794749418482,147.97018687768906,177.9835922368419,214.08474081144016,2273.1315915686764,2950.423919812489,0.22365738425835915
70,hban,49196,843974000.0,833081000.0,817129000.0,918790000.0,1136186000.0,1105985000.0,1056079000.0,638741000.0,632392000.0,692957000.0,711821000.0,1186000000.0,1393000000.0,1411000000.0,0.72,0.72,0.81,0.7,1.0,1.2,1.27,1013245000.0,888786000.0,1033362000.0,1215302000.0,1954000000.0,1726000000.0,1574000000.0,,,,,,,,,,,,,,,,,,,,,,102208000.0,58862000.0,93097000.0,120438000.0,194000000.0,110000000.0,107000000.0,,,,,,,,634657000.0,616407000.0,620540000.0,815508000.0,864000000.0,790000000.0,763000000.0,617257000.0,634657000.0,616407000.0,620540000.0,816000000.0,864000000.0,790000000.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843974000.0,833081000.0,817129000.0,918790000.0,1136186000.0,1105985000.0,1056079000.0,102208000.0,58862000.0,93097000.0,120438000.0,194000000.0,110000000.0,107000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911037000.0,829924000.0,940265000.0,1094864000.0,1760000000.0,1616000000.0,1467000000.0,1.0794609786557403,0.9962104525250246,1.1506934645570042,1.1916368266959805,1.5490421462683046,1.4611409738830092,1.3891006259948355,6.390497183042859,7.8882576283954435,9.192250493973019,8.60879039196741,11.800303816320412,13.661104361849475,13.051050892864088,9.0,,0,,0,0,0,1056079000.0,2019,843974000.0,2013,7,6,1467000000.0,2019,911037000.0,2013,7,6,1.3891006259948355,2019,1.0794609786557403,2013,7,6,0.16891658782357075,0.12629030382310985,0.12518082109614684,0.13842093632664804,0.1312713782950149,0.10695628517145712,0.10643592132142804,0.1290674619796251,-1.0,0.042928318333097286,5.8109146061801145,0.03219623874982297,1.4338244413968937,1.4799881954374396,1.527638248724663,1.5768224545039635,1.6275902067152548,1.6799924895975333,1.7340819288905245,1.7899128446848371,1.8475413059736852,1.9070251869609731,11.081560513264883,18.685977816150647,0.0757895763309151
71,itw,49826,,,,,,,,,,,,,,,3.74,7.28,5.13,5.7,4.86,7.6,7.74,2528000000.0,1616000000.0,2299000000.0,2302000000.0,2402000000.0,2811000000.0,2995000000.0,,,,,,,,,,,,,,,,,,,,,,,,,273000000.0,297000000.0,364000000.0,326000000.0,38000000.0,28000000.0,30000000.0,16000000.0,14000000.0,26000000.0,25000000.0,1709000000.0,1686000000.0,1577000000.0,1652000000.0,1778000000.0,1791000000.0,1729000000.0,1994000000.0,1709000000.0,1686000000.0,1577000000.0,1652000000.0,1778000000.0,1791000000.0,,,,,,14768000000.0,,2514000000.0,2888000000.0,2867000000.0,3064000000.0,3494000000.0,3584000000.0,3402000000.0,,,,,,,,2514000000.0,2888000000.0,2867000000.0,3064000000.0,3494000000.0,3584000000.0,3402000000.0,,,,,,,,-285000000.0,-23000000.0,-109000000.0,257000000.0,283000000.0,338000000.0,301000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2813000000.0,1639000000.0,2408000000.0,2045000000.0,2119000000.0,2473000000.0,2694000000.0,,,,,,,,59.84454893687416,74.73112284947955,81.80945711287241,98.53595128135076,132.02896382609208,138.26355591428234,148.31451005669703,184.0,14768000000.0,2018,14768000000.0,2018,1,0,,0,,0,0,0,2694000000.0,2019,2813000000.0,2013,7,6,,0,,0,0,0,,,,,,,,,0.0,-1.0,0.0,-0.75,,,,,,,,,,,,,
72,intc,50863,5097000000.0,5056000000.0,4894000000.0,4875000000.0,4835000000.0,4701000000.0,4473000000.0,9620000000.0,11704000000.0,11420000000.0,10316000000.0,9601000000.0,21053000000.0,21048000000.0,1.89,2.31,2.33,2.12,1.99,4.48,4.71,,,,,,,33145000000.0,,,,,,,,,,,,,,,,,,,,,,10711000000.0,10105000000.0,7326000000.0,9625000000.0,11778000000.0,15181000000.0,16213000000.0,,,,,,,,31428000000.0,33238000000.0,31858000000.0,36171000000.0,41109000000.0,48976000000.0,55386000000.0,27983000000.0,31428000000.0,33238000000.0,31858000000.0,36171000000.0,41109000000.0,48976000000.0,,,,,,,,12291000000.0,15347000000.0,14002000000.0,12874000000.0,17936000000.0,23316000000.0,22035000000.0,,,,,,,,12291000000.0,15347000000.0,14002000000.0,12874000000.0,17936000000.0,23316000000.0,22035000000.0,5097000000.0,5056000000.0,4894000000.0,4875000000.0,4835000000.0,4701000000.0,4473000000.0,10711000000.0,10105000000.0,7326000000.0,9625000000.0,11778000000.0,15181000000.0,16213000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16932000000.0,,,,,,,3.785378940308518,18.909550212678454,25.792864678398015,28.13589177812849,30.106701305934358,35.171064847968964,46.8131679975654,50.24200679581479,50.0,,0,,0,0,0,4473000000.0,2019,5097000000.0,2013,7,6,16932000000.0,2019,16932000000.0,2019,1,0,3.785378940308518,2019,3.785378940308518,2019,1,0,,,,,,,0.07534290888682901,0.07534290888682901,-1.0,0.0,9.954486906346542,0.0,3.785378940308518,3.785378940308518,3.785378940308518,3.785378940308518,3.785378940308518,3.785378940308518,3.785378940308518,3.785378940308518,3.785378940308518,3.785378940308518,37.681505096861095,25.53529449994628,-0.06498821100369656
73,ibm,51143,1103042156.0,1010000480.0,982700267.0,958714097.0,937385625.0,916315714.0,892813376.0,,,,,5753000000.0,8728000000.0,9431000000.0,14.94,11.9,13.42,12.38,6.14,9.52,10.56,,,,16958000000.0,16724000000.0,15247000000.0,14770000000.0,,,,,,,,,,,,,,,,,,,,,,3623000000.0,3740000000.0,3579000000.0,3567000000.0,3229000000.0,3395000000.0,2286000000.0,372000000.0,404000000.0,370000000.0,424000000.0,460000000.0,248000000.0,537000000.0,13821000000.0,10771000000.0,10727000000.0,10830000000.0,11116000000.0,10792000000.0,10010000000.0,13996000000.0,13821000000.0,10771000000.0,10727000000.0,10830000000.0,11116000000.0,10792000000.0,99751000000.0,92793000000.0,81741000000.0,79919000000.0,79139000000.0,79591000000.0,77147000000.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1103042156.0,1010000480.0,982700267.0,958714097.0,937385625.0,916315714.0,892813376.0,3251000000.0,3336000000.0,3209000000.0,3143000000.0,2769000000.0,3147000000.0,1749000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,13815000000.0,13955000000.0,12100000000.0,13021000000.0,,,,14.409926841828842,14.887149565580337,13.20505565399482,14.584234902860596,147.71074718899197,141.7484899853903,124.80126426333472,126.7170459202358,137.83825853811317,130.97343137824677,130.85311494500513,125.0,77147000000.0,2019,99751000000.0,2013,7,6,892813376.0,2019,1103042156.0,2013,7,6,13021000000.0,2019,13815000000.0,2016,4,3,14.584234902860596,2019,14.409926841828842,2016,4,3,,,,0.11371735142010347,0.10800448092910243,0.10082239974196806,0.11145500746382728,0.1084998098887503,-0.04192325824443521,0.004015979533746883,6.912454508160046,0.003011984650310162,14.628162394524526,14.67222219511908,14.716414703156714,14.76074031835022,14.805199441616304,14.849792475079232,14.89451982207446,14.939381887152289,14.98437907608151,15.029511795853093,103.89081656868929,127.17114067769674,0.0017234841342634866
74,iff,51253,,,,,79370000.0,88121000.0,113307000.0,353544000.0,414543000.0,419247000.0,405031000.0,295665000.0,339781000.0,,4.29,5.06,5.16,5.05,3.72,3.79,4.0,407562000.0,518390000.0,433578000.0,535406000.0,390756000.0,437575000.0,698965000.0,,,,,,,,,,,,,,,,,,,,,,134157000.0,143182000.0,101030000.0,126412000.0,128973000.0,170094000.0,235978000.0,,,,,,,,687215000.0,720268000.0,732794000.0,775716000.0,880580000.0,1241152000.0,1386920000.0,654641000.0,687215000.0,720268000.0,732794000.0,775716000.0,880580000.0,1241152000.0,,,,,,,,,592321000.0,588347000.0,567356000.0,581443000.0,583882000.0,665270000.0,83227000.0,89354000.0,89597000.0,102469000.0,117967000.0,173792000.0,323330000.0,83227000.0,681675000.0,677944000.0,669825000.0,699410000.0,757674000.0,988600000.0,82411188.81118882,81925494.07114625,81249418.60465117,80204158.4158416,79370000.0,88121000.0,113307000.0,134157000.0,143182000.0,101030000.0,126412000.0,128973000.0,170094000.0,235978000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273405000.0,375208000.0,332548000.0,408994000.0,261783000.0,267481000.0,462987000.0,3.3175713631118047,4.579868626415112,4.092927749035772,5.099411403077789,3.2982613077989167,3.0353831663281166,4.086128835817735,68.64987221975176,85.76661978827582,102.09356665232825,113.76514401511541,127.4507349933761,129.69302112837713,128.07978845117577,126.0,,0,,0,0,0,113307000.0,2019,82411188.81118882,2013,7,6,462987000.0,2019,273405000.0,2013,7,6,4.086128835817735,2019,3.3175713631118047,2013,7,6,0.04832596559673249,0.0533991970036946,0.04008996730395285,0.04482402274637173,0.02587871547363249,0.023404367790334158,0.031902994884906236,0.038260747257089216,-1.0,0.03533754585112004,19.60233538985663,0.026503159388340025,4.194424159634703,4.3055896516798065,4.419701380479063,4.536837430614766,4.6570779561573366,4.780505235513299,4.907203727726904,5.037260130273906,5.170763438387086,5.30780500595406,104.04537391067144,25.36254202709236,-0.14811254374422256
75,ip,51434,,,,,,,,1395000000.0,555000000.0,938000000.0,904000000.0,2144000000.0,2012000000.0,1225000000.0,3.11,1.29,2.23,2.18,5.13,4.85,3.07,3028000000.0,3077000000.0,2580000000.0,2478000000.0,1757000000.0,3226000000.0,3610000000.0,,,,,,,,,,,,,,,1198000000.0,1366000000.0,1487000000.0,1348000000.0,,,,,,,,,,,65000000.0,61000000.0,37000000.0,19000000.0,26000000.0,23000000.0,18000000.0,13672000000.0,12728000000.0,11980000000.0,13990000000.0,13265000000.0,13067000000.0,13004000000.0,13949000000.0,13672000000.0,12728000000.0,11980000000.0,13003000000.0,13265000000.0,13067000000.0,,,,,,,,,,,,,,,,,,1227000000.0,1343000000.0,1328000000.0,1306000000.0,0.0,0.0,0.0,1227000000.0,1343000000.0,1328000000.0,1306000000.0,448553054.6623794,430232558.1395349,420627802.690583,414678899.0825688,417933723.1968811,414845360.8247423,399022801.30293167,1198000000.0,1366000000.0,1487000000.0,1348000000.0,262000000.0,-198000000.0,-63000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830000000.0,1711000000.0,1093000000.0,1130000000.0,1495000000.0,3424000000.0,3673000000.0,4.079784946236559,3.976918918918919,2.598496801705757,2.725,3.5771222014925375,8.253677932405566,9.204987755102039,34.5492772147769,38.18859946538532,39.001942339397615,36.96793840045021,48.06270844052988,47.55699235224628,41.76867581553668,36.0,,0,,0,0,0,399022801.30293167,2019,448553054.6623794,2013,7,6,3673000000.0,2019,1830000000.0,2013,7,6,9.204987755102039,2019,4.079784946236559,2013,7,6,0.118085970970519,0.10413890466246747,0.06662480496723616,0.07371252274015946,0.07442614695588096,0.17355340453979984,0.22038016708391947,0.11870313170285465,-1.0,0.1452430300221732,6.318283176196637,0.1089322725166299,10.207707989753057,11.319656818263018,12.552732759584774,13.920130465380291,15.43648191070214,17.118012964896774,18.982717018132114,21.050547521457354,23.34363150068901,25.88650632884985,163.5582774280798,297.37640270578817,0.23509510438169776
76,ipg,51644,429600000.0,425400000.0,415700000.0,408000000.0,397300000.0,,391200000.0,267900000.0,477100000.0,454600000.0,608500000.0,579000000.0,,656000000.0,0.61,1.12,1.09,1.49,1.46,,1.68,592900000.0,669500000.0,674000000.0,513400000.0,881800000.0,,1529200000.0,,,,,,,,,,,,,,,,,,,,,,173000000.0,-148700000.0,161100000.0,200700000.0,155900000.0,,198500000.0,,,,,,,,540000000.0,548200000.0,567200000.0,622000000.0,650400000.0,,778100000.0,504800000.0,540000000.0,548200000.0,567200000.0,622000000.0,,790900000.0,7122300000.0,7537100000.0,7613800000.0,7846600000.0,7882400000.0,,10221300000.0,598300000.0,788400000.0,871900000.0,938000000.0,973600000.0,,1086000000.0,,,,,,,278500000.0,598300000.0,788400000.0,871900000.0,938000000.0,973600000.0,,1364500000.0,429600000.0,425400000.0,415700000.0,408000000.0,397300000.0,,391200000.0,173000000.0,-148700000.0,161100000.0,200700000.0,155900000.0,,198500000.0,0.0,0.0,0.0,0.0,0.0,,0.0,419900000.0,818200000.0,512900000.0,312700000.0,725900000.0,,1330700000.0,0.9774208566108008,1.923366243535496,1.2338224681260523,0.7664215686274509,1.8270828089604836,,3.4015848670756648,12.002151383294,15.175252017520727,17.690367308873977,19.603287999592126,19.879467466437962,20.913460104588967,20.932526242685512,18.0,10221300000.0,2019,7122300000.0,2013,6,6,391200000.0,2019,429600000.0,2013,6,6,1330700000.0,2019,419900000.0,2013,6,6,3.4015848670756648,2019,0.9774208566108008,2013,6,6,0.08143713784274455,0.12674361132947615,0.06974544092745508,0.03909658260611167,0.09190803586892377,,0.162502357701058,0.09523886104596152,0.06205655908874653,0.2310242781608476,7.874936677771228,0.1732682086206357,3.990971383464928,4.682479845734116,5.493804740506697,6.445706446405849,7.562542455669072,8.872890639580357,10.410280505987249,12.214051160497984,14.330357925078266,16.813353371649107,132.40409314272813,205.2205316173017,0.2755421969181042
77,j,52988,,,,,,,,,328108000.0,302971000.0,210463000.0,293727000.0,163431000.0,847979000.0,,2.48,2.4,1.73,2.42,1.17,6.08,,721716000.0,484572000.0,,,481152000.0,-366436000.0,,,,,,,,,,,,,,,,,,,,,,,,,67688000.0,118060000.0,94884000.0,135977000.0,,,,10479000.0,2387000.0,3293000.0,7177000.0,,456797000.0,381238000.0,319673000.0,349911000.0,457706000.0,308143000.0,,379296000.0,456797000.0,381238000.0,319673000.0,349911000.0,257859000.0,,12695157000.0,12114832000.0,10964157000.0,10022788000.0,14984646000.0,,,528068000.0,445527000.0,338598000.0,392269000.0,647971000.0,404851000.0,,,,,,,,,528068000.0,445527000.0,338598000.0,392269000.0,647971000.0,404851000.0,,132301612.9032258,126237916.66666669,121654913.29479767,121374793.38842976,139684615.3846154,139470230.2631579,,77501000.0,-75559000.0,57209000.0,115673000.0,91591000.0,128800000.0,,0.0,0.0,0.0,0.0,0.0,0.0,,644215000.0,560131000.0,,,389561000.0,-495236000.0,,4.869290599436772,4.437105861617118,,,2.7888611707693154,-3.550836612699135,53.52641736893427,52.6712837521992,40.65048894428072,47.202834644014864,55.10928344726562,65.29817459592782,80.34434460643753,83.0,14984646000.0,2018,12695157000.0,2014,5,4,139470230.2631579,2019,132301612.9032258,2014,6,5,-495236000.0,2019,644215000.0,2014,4,5,-3.550836612699135,2019,4.869290599436772,2014,4,5,,0.09244678034325417,0.10915258283114433,,,0.04270963450398255,-0.04419522780467895,0.05002844246842552,0.04232247631083319,,14.99147211055687,,,,,,,,,,,,,,
78,ksu,54480,110340000.0,110433000.0,109915000.0,107761000.0,105040000.0,102270000.0,99747000.0,351400000.0,502600000.0,483500000.0,478100000.0,962000000.0,627400000.0,538900000.0,3.18,4.55,4.4,4.43,9.16,6.13,5.4,798300000.0,906000000.0,,,,,1103500000.0,,,,,,,,,,,,,,,,,,,,,,594800000.0,668200000.0,688000000.0,563900000.0,585400000.0,520300000.0,587200000.0,8200000.0,9900000.0,4600000.0,,8800000.0,8700000.0,22100000.0,,,,,,,,,,,,,,,2369300000.0,2577100000.0,2418800000.0,2334200000.0,2582900000.0,2714000000.0,2866000000.0,738600000.0,809100000.0,803800000.0,818500000.0,921600000.0,986300000.0,886300000.0,,,,,,,,738600000.0,809100000.0,803800000.0,818500000.0,921600000.0,986300000.0,886300000.0,110340000.0,110433000.0,109915000.0,107761000.0,105040000.0,102270000.0,99747000.0,586600000.0,658300000.0,683400000.0,563900000.0,576600000.0,511600000.0,565100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211700000.0,247700000.0,,,,,538400000.0,1.918615189414537,2.2429889616328453,,,,,5.397656069856738,,,,,,,,,2866000000.0,2019,2369300000.0,2013,7,6,99747000.0,2019,110340000.0,2013,7,6,538400000.0,2019,211700000.0,2013,3,6,5.397656069856738,2019,1.918615189414537,2013,3,6,,,,,,,,0.0,0.032228918544502605,0.18814530173282984,inf,0.14110897629962238,6.159313792291665,7.028448256230089,8.020225394641582,9.151951189771694,10.443373653304489,11.917027418636732,13.598626958215096,15.517515287369275,17.7071759842837,20.20581746058323,inf,,
79,k,55067,,,,,,,,1807000000.0,632000000.0,614000000.0,694000000.0,1269000000.0,1336000000.0,960000000.0,4.94,1.75,1.72,1.96,3.62,3.83,2.8,1807000000.0,1793000000.0,1691000000.0,1628000000.0,1646000000.0,1536000000.0,1176000000.0,,,,,,,,,,,,,,,,,,,,,,637000000.0,582000000.0,553000000.0,507000000.0,501000000.0,578000000.0,586000000.0,,,,,,,,3856000000.0,3769000000.0,3621000000.0,3569000000.0,3716000000.0,3731000000.0,3612000000.0,3782000000.0,3856000000.0,3769000000.0,3621000000.0,3569000000.0,3716000000.0,3731000000.0,,,,,,13547000000.0,13578000000.0,2837000000.0,1024000000.0,1091000000.0,1395000000.0,1946000000.0,1706000000.0,1401000000.0,532000000.0,503000000.0,534000000.0,517000000.0,481000000.0,516000000.0,484000000.0,3369000000.0,1527000000.0,1625000000.0,1912000000.0,2427000000.0,2222000000.0,1885000000.0,365789473.6842105,361142857.14285713,356976744.18604654,354081632.6530612,350552486.1878453,348825065.27415144,342857142.85714287,637000000.0,582000000.0,553000000.0,507000000.0,501000000.0,578000000.0,586000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170000000.0,1211000000.0,1138000000.0,1121000000.0,1145000000.0,958000000.0,590000000.0,3.1985611510791365,3.353243670886076,3.1878827361563515,3.1659365994236315,3.2662726556343578,2.7463622754491017,1.7208333333333332,,,,,,,,,13578000000.0,2019,13547000000.0,2018,2,1,342857142.85714287,2019,365789473.6842105,2013,7,6,590000000.0,2019,1170000000.0,2013,7,6,1.7208333333333332,2019,3.1985611510791365,2013,7,6,,,,,,,,0.0,0.002288329519450905,-0.09815751231680192,inf,-0.07361813423760144,1.5941487939994607,1.476790534088098,1.3680719703087811,1.2673570643518894,1.1740566018614598,1.0876247453430803,1.0075558408402765,0.9333814596974176,0.8646676581025249,0.8010124383774206,inf,,
80,kmb,55785,,,,,,,,2142000000.0,1526000000.0,1013000000.0,2166000000.0,2278000000.0,1410000000.0,2157000000.0,5.53,4.04,2.77,5.99,6.4,4.03,6.24,,,,,2929000000.0,2970000000.0,2736000000.0,,,,,,,,,,,,,,,953000000.0,1039000000.0,1056000000.0,771000000.0,785000000.0,877000000.0,1209000000.0,,,,,,,,129000000.0,38000000.0,27000000.0,,,,,7948000000.0,7359000000.0,7104000000.0,7169000000.0,7436000000.0,7159000000.0,7450000000.0,8095000000.0,7948000000.0,7359000000.0,7104000000.0,7169000000.0,7436000000.0,7159000000.0,,,,,,,18450000000.0,3208000000.0,2521000000.0,1613000000.0,3317000000.0,3299000000.0,2229000000.0,2991000000.0,,,,705000000.0,724000000.0,882000000.0,917000000.0,3208000000.0,2521000000.0,1613000000.0,4022000000.0,4023000000.0,3111000000.0,3908000000.0,387341772.15189874,377722772.2772277,365703971.11913365,361602671.11853087,355937500.0,349875930.5210918,345673076.92307687,953000000.0,1039000000.0,1056000000.0,771000000.0,785000000.0,877000000.0,1209000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2144000000.0,2093000000.0,1527000000.0,,,,,6.023529411764707,5.982120567375888,4.417468706536856,75.19985360947868,87.75985024467346,95.86305294339618,111.12084188915436,111.91376246114176,103.09354029803636,125.63378188904535,147.0,18450000000.0,2019,18450000000.0,2019,1,0,345673076.92307687,2019,387341772.15189874,2013,7,6,1527000000.0,2019,2144000000.0,2017,3,2,4.417468706536856,2019,6.023529411764707,2017,3,2,,,,,0.05382295509773583,0.05802614353995397,0.03516147201903215,0.049003523552240656,0.0,-0.14363043711627754,15.305021876650475,-0.10772282783720816,3.941606485586332,3.5170054887374924,3.1381437119717077,2.800093997158561,2.49845995357465,2.229318782137568,1.9891702587751088,1.7748912134501824,1.583694912833915,1.4130948183920446,21.627447109271674,-100.48707326811078,
81,kr,56873,537000000.0,520000000.0,993000000.0,980000000.0,958000000.0,904000000.0,818000000.0,1497000000.0,1519000000.0,1728000000.0,2039000000.0,1975000000.0,1907000000.0,3110000000.0,2.77,2.9,1.72,2.06,2.05,2.09,3.76,,,,,4272000000.0,3413000000.0,4164000000.0,,,,,,,,,,,,,,,2062000000.0,2330000000.0,2831000000.0,3349000000.0,3699000000.0,2809000000.0,2967000000.0,,,,,,,,,,,,,,,14848000000.0,16893000000.0,17912000000.0,19619000000.0,21016000000.0,21071000000.0,21635000000.0,,,,,,,,,,,,,,,2764000000.0,2725000000.0,3137000000.0,3576000000.0,3436000000.0,2612000000.0,2614000000.0,1652000000.0,1703000000.0,1948000000.0,2089000000.0,2340000000.0,2436000000.0,2465000000.0,4416000000.0,4428000000.0,5085000000.0,5665000000.0,5776000000.0,5048000000.0,5079000000.0,537000000.0,520000000.0,993000000.0,980000000.0,958000000.0,904000000.0,818000000.0,2062000000.0,2330000000.0,2831000000.0,3349000000.0,3699000000.0,2809000000.0,2967000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,573000000.0,604000000.0,1197000000.0,,,,,0.5981210855949896,0.668141592920354,1.4633251833740832,,,,,,,,,,0,,0,0,0,818000000.0,2019,537000000.0,2013,7,6,1197000000.0,2019,573000000.0,2017,3,2,1.4633251833740832,2019,0.5981210855949896,2017,3,2,,,,,,,,0.0,-1.0,0.5641408804893826,inf,0.42310566036703695,2.08246635141729,2.963569652225837,4.217472746974559,6.001909338663211,8.541351152861392,12.155245172819564,17.298198208588627,24.61716378479341,35.03282512432193,49.8554117330711,inf,,
