,ticker,cik,shares_outstanding2013,shares_outstanding2014,shares_outstanding2015,shares_outstanding2016,shares_outstanding2017,shares_outstanding2018,shares_outstanding2019,net_income2013,net_income2014,net_income2015,net_income2016,net_income2017,net_income2018,net_income2019,eps2013,eps2014,eps2015,eps2016,eps2017,eps2018,eps2019,cfo2013,cfo2014,cfo2015,cfo2016,cfo2017,cfo2018,cfo2019,debt_proceeds2013,debt_proceeds2014,debt_proceeds2015,debt_proceeds2016,debt_proceeds2017,debt_proceeds2018,debt_proceeds2019,debt_repayments2013,debt_repayments2014,debt_repayments2015,debt_repayments2016,debt_repayments2017,debt_repayments2018,debt_repayments2019,capex2013,capex2014,capex2015,capex2016,capex2017,capex2018,capex2019,ppe_purchase2013,ppe_purchase2014,ppe_purchase2015,ppe_purchase2016,ppe_purchase2017,ppe_purchase2018,ppe_purchase2019,ppe_sale2013,ppe_sale2014,ppe_sale2015,ppe_sale2016,ppe_sale2017,ppe_sale2018,ppe_sale2019,ppe2013,ppe2014,ppe2015,ppe2016,ppe2017,ppe2018,ppe2019,ppe_prev2013,ppe_prev2014,ppe_prev2015,ppe_prev2016,ppe_prev2017,ppe_prev2018,ppe_prev2019,revenue2013,revenue2014,revenue2015,revenue2016,revenue2017,revenue2018,revenue2019,operating_income2013,operating_income2014,operating_income2015,operating_income2016,operating_income2017,operating_income2018,operating_income2019,dep_amort2013,dep_amort2014,dep_amort2015,dep_amort2016,dep_amort2017,dep_amort2018,dep_amort2019,ebitda2013,ebitda2014,ebitda2015,ebitda2016,ebitda2017,ebitda2018,ebitda2019,shares_outstanding_coalesced2013,shares_outstanding_coalesced2014,shares_outstanding_coalesced2015,shares_outstanding_coalesced2016,shares_outstanding_coalesced2017,shares_outstanding_coalesced2018,shares_outstanding_coalesced2019,capex_coalesced2013,capex_coalesced2014,capex_coalesced2015,capex_coalesced2016,capex_coalesced2017,capex_coalesced2018,capex_coalesced2019,net_debt_proceeds2013,net_debt_proceeds2014,net_debt_proceeds2015,net_debt_proceeds2016,net_debt_proceeds2017,net_debt_proceeds2018,net_debt_proceeds2019,fcfe2013,fcfe2014,fcfe2015,fcfe2016,fcfe2017,fcfe2018,fcfe2019,fcfe_per_share2013,fcfe_per_share2014,fcfe_per_share2015,fcfe_per_share2016,fcfe_per_share2017,fcfe_per_share2018,fcfe_per_share2019,avg_price2013,avg_price2014,avg_price2015,avg_price2016,avg_price2017,avg_price2018,avg_price2019,current_price,revenue_last_value,revenue_last_year,revenue_first_value,revenue_first_year,revenue_years_avail,revenue_years_between,shares_outstanding_last_value,shares_outstanding_last_year,shares_outstanding_first_value,shares_outstanding_first_year,shares_outstanding_years_avail,shares_outstanding_years_between,fcfe_last_value,fcfe_last_year,fcfe_first_value,fcfe_first_year,fcfe_years_avail,fcfe_years_between,fcfe_per_share_last_value,fcfe_per_share_last_year,fcfe_per_share_first_value,fcfe_per_share_first_year,fcfe_per_share_years_avail,fcfe_per_share_years_between,fcfe_yield2013,fcfe_yield2014,fcfe_yield2015,fcfe_yield2016,fcfe_yield2017,fcfe_yield2018,fcfe_yield2019,avg_fcfe_yield,revenue_CAGR,fcfe_per_share_CAGR,estimated_fcfe_multiplier,estimated_fcfe_per_share_CAGR,estimated_fcfe_f1,estimated_fcfe_f2,estimated_fcfe_f3,estimated_fcfe_f4,estimated_fcfe_f5,estimated_fcfe_f6,estimated_fcfe_f7,estimated_fcfe_f8,estimated_fcfe_f9,estimated_fcfe_f10,estimated_sale_price,estimated_total_cfs,estimated_IRR
300,hsic,1000228,87622000.0,85740000.0,84125000.0,81862000.0,158208000.0,153707000.0,149257000.0,431554000.0,466077000.0,479058000.0,506778000.0,406299000.0,535881000.0,694734000.0,4.93,5.44,5.69,6.19,2.57,3.49,4.65,,,,,545515000.0,684706000.0,654087000.0,,,,,,,,,,,,,,,60215000.0,82116000.0,71684000.0,70179000.0,81501000.0,90637000.0,76219000.0,,,,,,,,,,,,,,,275888000.0,311496000.0,318476000.0,333906000.0,375001000.0,382398000.0,329645000.0,273458000.0,275888000.0,311496000.0,318476000.0,333906000.0,375001000.0,314221000.0,,,,,,13201995000.0,,677054000.0,715142000.0,733972000.0,771574000.0,859369000.0,753052000.0,718261000.0,128035000.0,152238000.0,159127000.0,169780000.0,193072000.0,207560000.0,184942000.0,805089000.0,867380000.0,893099000.0,941354000.0,1052441000.0,960612000.0,903203000.0,87622000.0,85740000.0,84125000.0,81862000.0,158208000.0,153707000.0,149257000.0,60215000.0,82116000.0,71684000.0,70179000.0,81501000.0,90637000.0,76219000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,464014000.0,594069000.0,577868000.0,,,,,2.9329363875404533,3.8649443421574814,3.871630811285233,38.89634294358511,46.905804588681185,56.286648129659994,64.22906951298789,65.22246677657047,59.99378166350711,64.32792130124521,67.0,13201995000.0,2018,13201995000.0,2018,1,0,149257000.0,2019,87622000.0,2013,7,6,577868000.0,2019,464014000.0,2017,3,2,3.871630811285233,2019,2.9329363875404533,2017,3,2,,,,,0.04496819167523478,0.06442241570693387,0.06018585293864126,0.0565254867736033,0.0,0.14893549556058014,13.2683510184337,0.11170162167043513,4.304098251415016,4.784873005926958,5.319351080176089,5.913531222066139,6.5740822493696776,7.308417897619091,8.124780028628377,9.032331133541732,10.041257168622703,11.162881877967742,148.11303513418838,153.6786390495219,0.08656039327550524
301,wat,1000697,86546000.0,85151000.0,83087000.0,81417000.0,80604000.0,77618000.0,68166000.0,,,,,,,,,,5.65,6.41,0.25,7.65,8.69,484876000.0,,,,,604446000.0,643087000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324932000.0,321583000.0,333355000.0,337118000.0,349278000.0,343083000.0,417342000.0,273279000.0,324932000.0,321583000.0,333355000.0,337118000.0,349278000.0,343083000.0,,,,,,,,517343000.0,517908000.0,567451000.0,624339000.0,661858000.0,739774000.0,708457000.0,,,,,,,,517343000.0,517908000.0,567451000.0,624339000.0,661858000.0,739774000.0,708457000.0,86546000.0,85151000.0,83087000.0,81417000.0,80604000.0,77618000.0,68166000.0,51653000.0,-3349000.0,11772000.0,3763000.0,12160000.0,-6195000.0,74259000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433223000.0,,,,,610641000.0,568828000.0,5.005696392669794,,,,,7.867260171609678,8.344746647888977,97.92035720461894,106.53702396816679,126.07289665464373,139.5306350163051,174.48235093074962,196.76493999587586,220.64227076070716,223.0,,0,,0,0,0,68166000.0,2019,86546000.0,2013,7,6,568828000.0,2019,433223000.0,2013,3,6,8.344746647888977,2019,5.005696392669794,2013,3,6,0.0511200789659055,,,,,0.039983038501546934,0.037820253658189966,0.042974457041880805,-1.0,0.0889086350477577,17.45222747710545,0.06668147628581828,8.901186673601348,9.494730941692737,10.127853617821447,10.803193848664447,11.523566763095264,12.291975206936646,13.111622260203859,13.98592458901625,14.918526687833982,15.913316071388133,277.72281199294366,175.79470865319772,-0.023504843299236192
302,dish,1001082,459166000.0,462927000.0,464697.0,484162000.0,522596000.0,525832000.0,537964000.0,,,,,,,,1.76,2.04,1.61,3.05,4.07,3.0,2.6,,,,,2779507000.0,2517841000.0,2662401000.0,,,,,,,,,,,,,,,,,,,,,,1253499000.0,1215861000.0,761694000.0,603021000.0,431795000.0,393938000.0,581081000.0,,,,,,,,4097711000.0,3773539000.0,2924180000.0,2557382000.0,2183661000.0,1928180000.0,2706182000.0,4366629000.0,4097711000.0,3773539000.0,2924180000.0,2654271000.0,2183661000.0,1928180000.0,,,,,,,,1348179000.0,1824451000.0,1332396000.0,2211109000.0,1567765000.0,2147621000.0,1878876000.0,1054026000.0,1077936000.0,1000048000.0,953146000.0,817564000.0,712024000.0,630577000.0,2402205000.0,2902387000.0,2332444000.0,3164255000.0,2385329000.0,2859645000.0,2509453000.0,459166000.0,462927000.0,464697.0,484162000.0,522596000.0,525832000.0,537964000.0,1253499000.0,1215861000.0,761694000.0,603021000.0,431795000.0,393938000.0,581081000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2347712000.0,2123903000.0,2081320000.0,,,,,4.4924033096311495,4.039128466886762,3.8688834197083817,42.98599205319843,62.6044841645256,66.99825403425429,51.50972225552513,58.45000003343559,35.87402384784592,34.170876430800234,33.0,,0,,0,0,0,537964000.0,2019,459166000.0,2013,7,6,2081320000.0,2019,2347712000.0,2017,3,2,3.8688834197083817,2019,4.4924033096311495,2017,3,2,,,,,0.0768589103004504,0.11259201042007708,0.11322166194780794,0.10089086088944514,-1.0,-0.0719882983382506,7.433775402331437,-0.05399122375368795,3.6599976693179737,3.4623899162158507,3.275451247526928,3.098605626327405,2.9313081166319264,2.7730432042158504,2.6233232080983884,2.481686777791706,2.3476974716853847,2.220942412185652,16.509987073700344,12.38443272369741,-0.0933571982510576
303,el,1001250,,393100000.0,385700000.0,376600000.0,373000000.0,375700000.0,370400000.0,,,,,,,,,3.06,2.82,2.96,3.35,2.95,4.82,,,,,1800000000.0,2573000000.0,2517000000.0,,,,,,,,,,,,,,,,,,,,,,,510200000.0,473000000.0,525300000.0,504000000.0,629000000.0,744000000.0,,,,,12000000.0,,2000000.0,,1502600000.0,1490200000.0,1583300000.0,1671000000.0,1823000000.0,2068000000.0,,1350700000.0,1502600000.0,1490200000.0,1583000000.0,1671000000.0,1823000000.0,,,,,,,,,1827600000.0,1606300000.0,1610300000.0,1692000000.0,2052000000.0,2313000000.0,,384600000.0,409300000.0,414700000.0,464000000.0,531000000.0,557000000.0,,2212200000.0,2015600000.0,2025000000.0,2156000000.0,2583000000.0,2870000000.0,,393100000.0,385700000.0,376600000.0,373000000.0,375700000.0,370400000.0,,510200000.0,473000000.0,525300000.0,492000000.0,629000000.0,742000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1308000000.0,1944000000.0,1775000000.0,,,,,3.5067024128686333,5.174341229704552,4.792116630669547,62.74127879975334,68.12763421497647,78.80648113432385,84.8133419279068,96.43672256165766,137.7487401772305,174.7451819005715,191.0,,0,,0,0,0,370400000.0,2019,393100000.0,2014,6,5,1775000000.0,2019,1308000000.0,2017,3,2,4.792116630669547,2019,3.5067024128686333,2017,3,2,,,,,0.03636272904884954,0.037563619261033764,0.02742345499057147,0.03378326776681826,-1.0,0.16899925288316253,22.200339090247684,0.1267494396623719,5.399514728403645,6.083900194677532,6.855031135314702,7.723902490583955,8.70290280327227,9.805990857023117,11.048894703485136,12.449335916040425,14.02728226756719,15.805232434967255,350.88151945645416,257.7835069877894,0.030438735600571757
304,ntap,1002047,,347900000.0,,,281000000.0,276000000.0,259000000.0,,637500000.0,,229000000.0,509000000.0,76000000.0,1169000000.0,,1.83,,0.77,1.81,0.28,4.51,,,,,,1478000000.0,1341000000.0,,,,,,,,,,,,,,,,,,,,,,,221400000.0,,160000000.0,175000000.0,145000000.0,173000000.0,,,,102000000.0,0.0,210000000.0,0.0,,1108800000.0,,937000000.0,799000000.0,756000000.0,759000000.0,,1170900000.0,,1030000000.0,937000000.0,799000000.0,756000000.0,,,,,,,,,734300000.0,,348000000.0,665000000.0,1125000000.0,1221000000.0,,,,,,,,,734300000.0,,348000000.0,665000000.0,1125000000.0,1221000000.0,,347900000.0,,297402597.40259737,281000000.0,276000000.0,259000000.0,,221400000.0,,58000000.0,175000000.0,-65000000.0,173000000.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,1543000000.0,1168000000.0,,,,,,5.590579710144928,4.5096525096525095,32.488167709774444,33.96825904694815,29.523296416751922,25.754870460146947,39.282635191047326,66.91932460891299,58.319378887039726,43.0,,0,,0,0,0,259000000.0,2019,347900000.0,2014,5,5,1168000000.0,2019,1543000000.0,2018,2,1,4.5096525096525095,2019,5.590579710144928,2018,2,1,,,,,,0.08354208209388171,0.07732682678921134,0.08043445444154652,-1.0,-0.1933479632766736,9.32436236693868,-0.1450109724575052,3.85570341378237,3.2965841122420665,2.8185432443378837,2.4098235475629153,2.060372691479822,1.7615960438634457,1.506145288465513,1.2877376955228397,1.101001600024886,0.941344287328008,8.77743524709399,-13.183712828296262,
305,aee,1002910,244500000.0,244400000.0,243600000.0,243400000.0,244200000.0,245800000.0,247100000.0,398000000.0,586000000.0,630000000.0,653000000.0,523000000.0,478000000.0,426000000.0,1.18,2.4,2.59,2.68,2.14,3.32,3.35,1693000000.0,1551000000.0,2017000000.0,2123000000.0,2104000000.0,2170000000.0,2170000000.0,,,,,,,,,,,,,,,,,,,,,,1379000000.0,1785000000.0,1917000000.0,2076000000.0,2132000000.0,2286000000.0,2411000000.0,,,,,,,,16205000000.0,17424000000.0,18799000000.0,20113000000.0,21466000000.0,22810000000.0,24376000000.0,15348000000.0,16205000000.0,17424000000.0,18799000000.0,20113000000.0,21466000000.0,22810000000.0,5838000000.0,6053000000.0,6098000000.0,6076000000.0,6177000000.0,,,1184000000.0,1254000000.0,1259000000.0,1381000000.0,1458000000.0,1357000000.0,1267000000.0,,,,,,,,1184000000.0,1254000000.0,1259000000.0,1381000000.0,1458000000.0,1357000000.0,1267000000.0,244500000.0,244400000.0,243600000.0,243400000.0,244200000.0,245800000.0,247100000.0,1379000000.0,1785000000.0,1917000000.0,2076000000.0,2132000000.0,2286000000.0,2411000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314000000.0,-234000000.0,100000000.0,47000000.0,-28000000.0,-116000000.0,-241000000.0,1.2842535787321063,-0.9574468085106383,0.4105090311986864,0.19309778142974526,-0.11466011466011465,-0.4719283970707893,-0.9753136382031566,27.227123215084987,32.86333636632041,35.74269344693138,43.554042256067675,52.4311845787018,57.45751609650266,72.12112289975839,79.0,6177000000.0,2017,5838000000.0,2013,5,4,247100000.0,2019,244500000.0,2013,7,6,-241000000.0,2019,314000000.0,2013,7,6,-0.9753136382031566,2019,1.2842535787321063,2013,7,6,0.04716817008491647,-0.029134193736089005,0.011485117421500024,0.004433521469590898,-0.002186868665688912,-0.00821351894638402,-0.01352327305772473,0.0014327077957315315,0.014211142763910887,,523.4842737887489,,,,,,,,,,,,,,
306,see,1012100,213500000.0,213900000.0,206700000.0,197200000.0,188900000.0,160200000.0,155200000.0,,,335400000.0,486400000.0,814900000.0,193100000.0,263000000.0,0.58,1.2,1.62,2.46,4.29,1.2,1.69,,,967700000.0,,,428000000.0,511100000.0,,,,,,,,,,,,,,,,,,,,,,116000000.0,153900000.0,184000000.0,275700000.0,183800000.0,168600000.0,189700000.0,11600000.0,16100000.0,,,,,,1134500000.0,993200000.0,930700000.0,1060300000.0,998400000.0,1036200000.0,1141900000.0,1194200000.0,1134500000.0,943000000.0,945700000.0,889600000.0,998400000.0,1036200000.0,,,,,,4732700000.0,4791100000.0,602100000.0,653600000.0,763400000.0,819100000.0,596000000.0,656300000.0,578500000.0,,,,,149300000.0,131200000.0,150800000.0,602100000.0,653600000.0,763400000.0,819100000.0,745300000.0,787500000.0,729300000.0,213500000.0,213900000.0,206700000.0,197200000.0,188900000.0,160200000.0,155200000.0,104400000.0,137800000.0,184000000.0,275700000.0,183800000.0,168600000.0,189700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,783700000.0,,,259400000.0,321400000.0,,,3.791485244315433,,,1.6192259675405742,2.070876288659794,,,,,,,,,4791100000.0,2019,4732700000.0,2018,2,1,155200000.0,2019,213500000.0,2013,7,6,321400000.0,2019,783700000.0,2015,3,4,2.070876288659794,2019,3.791485244315433,2015,3,4,,,,,,,,0.0,0.012339679252857838,-0.14032124090641396,inf,-0.10524093067981047,1.8529353407184852,1.6579307009717603,1.483448530998862,1.327329026980944,1.1876396848631423,1.0626513791158685,0.9508169589895304,0.8507520973193249,0.7612181548196385,0.6811068477560518,inf,,
307,anss,1013462,95139000.0,94194000.0,91502000.0,88969000.0,86854000.0,85913000.0,85925000.0,245327000.0,254690000.0,252521000.0,265636000.0,259251000.0,419375000.0,451295000.0,2.58,2.7,2.76,2.99,2.98,4.88,5.25,332983000.0,385307000.0,367523000.0,356827000.0,430438000.0,486437000.0,499936000.0,,,,,,,,,,,,,,,28848000.0,26023000.0,16145000.0,12443000.0,19149000.0,21762000.0,44940000.0,,,,,,,,,,,,,,,60538000.0,64643000.0,61924000.0,54677000.0,57096000.0,61655000.0,83636000.0,52253000.0,60538000.0,64643000.0,61924000.0,54677000.0,57096000.0,61655000.0,861260000.0,936021000.0,942753000.0,988465000.0,1095250000.0,1293636000.0,1515892000.0,321863000.0,347450000.0,353679000.0,376242000.0,390728000.0,476574000.0,515040000.0,,,,,,,,321863000.0,347450000.0,353679000.0,376242000.0,390728000.0,476574000.0,515040000.0,95139000.0,94194000.0,91502000.0,88969000.0,86854000.0,85913000.0,85925000.0,28848000.0,26023000.0,16145000.0,12443000.0,19149000.0,21762000.0,44940000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304135000.0,359284000.0,351378000.0,344384000.0,411289000.0,464675000.0,454996000.0,3.1967437118321613,3.814298150625305,3.840112784420013,3.870831413188864,4.735406544315748,5.408669235156496,5.2952691300552805,80.18638892400833,78.37833328852578,89.44694449409607,90.02349208650135,121.36486047387598,165.21808767128755,201.9176892284378,293.0,1515892000.0,2019,861260000.0,2013,7,6,85925000.0,2019,95139000.0,2013,7,6,454996000.0,2019,304135000.0,2013,7,6,5.2952691300552805,2019,3.1967437118321613,2013,7,6,0.039866413174705705,0.048665211297414766,0.0429317379832184,0.042998014445712426,0.03901793753007325,0.03273654423308304,0.026224889707728998,0.03892010691027665,0.0988093103246226,0.08775236542349217,19.27024511338037,0.06581427406761914,5.643773423842544,6.015214274734861,6.411101235587713,6.833043209381934,7.2827549878800815,7.762064220619742,8.272918842566071,8.817394990609882,9.397705441084332,10.016208602590613,193.01479487867007,-23.53302589243212,
308,nrg,1013871,323000000.0,342000000.0,329000000.0,316000000.0,,308000000.0,264000000.0,121000000.0,924000000.0,2914000000.0,596000000.0,-2153000000.0,268000000.0,4438000000.0,-1.22,0.23,-19.46,-2.22,,0.87,16.81,2318000000.0,3208000000.0,8696000000.0,2072000000.0,1387000000.0,1377000000.0,1413000000.0,,,,,,,,,,,,,,,,,,,,,,1987000000.0,909000000.0,1283000000.0,1244000000.0,1111000000.0,388000000.0,228000000.0,,,,,,,,19851000000.0,22367000000.0,18732000000.0,17912000000.0,13908000000.0,3048000000.0,,20153000000.0,19851000000.0,22367000000.0,18732000000.0,15369000000.0,5974000000.0,,11295000000.0,15868000000.0,14674000000.0,12351000000.0,10629000000.0,9478000000.0,9821000000.0,366000000.0,1271000000.0,49000000.0,749000000.0,-587000000.0,982000000.0,1290000000.0,1256000000.0,1523000000.0,1566000000.0,1367000000.0,1056000000.0,421000000.0,373000000.0,1622000000.0,2794000000.0,1615000000.0,2116000000.0,469000000.0,1403000000.0,1663000000.0,323000000.0,342000000.0,329000000.0,316000000.0,,308000000.0,264000000.0,1987000000.0,909000000.0,1283000000.0,1244000000.0,1111000000.0,388000000.0,228000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331000000.0,2299000000.0,7413000000.0,828000000.0,276000000.0,989000000.0,1185000000.0,1.0247678018575852,6.722222222222222,22.53191489361702,2.6202531645569622,,3.2110389610389616,4.488636363636363,23.89488374619257,28.35226734100826,19.240348479104426,12.282665124015205,20.53231934627214,32.299522171932395,37.963124841332906,34.0,9821000000.0,2019,11295000000.0,2013,7,6,264000000.0,2019,323000000.0,2013,6,6,1185000000.0,2019,331000000.0,2013,7,6,4.488636363636363,2019,1.0247678018575852,2013,6,6,0.04288649456270623,0.23709646009507354,1.1710762369032626,0.21332936607005706,,0.09941444161143928,0.11823674637945755,0.3136732909369994,-0.02303670814899683,0.27913041406147565,2.391022830664393,0.20934781054610674,5.428322558701276,6.5647300013034275,7.9390418539026415,9.601062883851062,11.611024377500774,14.041766909128034,16.981380067752767,20.536394804988106,24.83564409392281,30.034931808487894,71.81420767154273,185.3885070310815,0.1848418593390837
309,vrsn,1014473,155786000.0,140895000.0,133031000.0,128833000.0,124180000.0,122661000.0,118968000.0,,,,,,,,3.49,2.52,2.82,3.42,3.68,4.75,5.15,579397000.0,600949000.0,651482000.0,667949000.0,702761000.0,697767000.0,753892000.0,,,,,,,,,,,,,,,,,,,,,,65594000.0,39327000.0,40656000.0,26574000.0,49499000.0,37007000.0,40316000.0,,,,,,,,339653000.0,319028000.0,295570000.0,266125000.0,263513000.0,253905000.0,250283000.0,333861000.0,339653000.0,319028000.0,295570000.0,266125000.0,263513000.0,253905000.0,965087000.0,1010117000.0,1059366000.0,1142167000.0,1165095000.0,1214969000.0,1231661000.0,528232000.0,564427000.0,605946000.0,686572000.0,707722000.0,767392000.0,806127000.0,,,,,,,,528232000.0,564427000.0,605946000.0,686572000.0,707722000.0,767392000.0,806127000.0,155786000.0,140895000.0,133031000.0,128833000.0,124180000.0,122661000.0,118968000.0,65594000.0,39327000.0,40656000.0,26574000.0,49499000.0,37007000.0,40316000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513803000.0,561622000.0,610826000.0,641375000.0,653262000.0,660760000.0,713576000.0,3.298133336756833,3.9861031264416766,4.591606467665431,4.978344057811275,5.260605572555967,5.38687928518437,5.998049895770291,48.466269810994476,54.546349222697906,69.3044841251676,81.81349188183981,96.47976100967225,136.94139433477028,190.52350595177884,208.0,1231661000.0,2019,965087000.0,2013,7,6,118968000.0,2019,155786000.0,2013,7,6,713576000.0,2019,513803000.0,2013,7,6,5.998049895770291,2019,3.298133336756833,2013,7,6,0.06805007584901156,0.0730773586728509,0.06625266064130489,0.06084991537827664,0.05452548303916905,0.039337114328013005,0.031481941641827584,0.0562249356500648,0.04148764108974934,0.10481690494083427,13.339277161078186,0.07861267870562573,6.469572665086793,6.978163102369957,7.526735196292019,8.118432011980447,8.756643699331732,9.445026917006937,10.18752578339959,10.988394474615259,11.852221598938858,12.783956487444115,170.52873880118057,55.63541073764628,-0.12354666810437552
310,etfc,1015780,292589000.0,294103000.0,295011000.0,279048000.0,274352000.0,261669000.0,237931000.0,86012000.0,293000000.0,268000000.0,552000000.0,614000000.0,1052000000.0,955000000.0,0.29,1.0,0.91,1.98,2.15,3.88,3.85,1117082000.0,,,,,,2847000000.0,,,,,,,,,,,,,,,,,,,,,,46608000.0,87000000.0,70000000.0,75000000.0,102000000.0,112000000.0,149000000.0,,,,,,,,237161000.0,245000000.0,236000000.0,239000000.0,253000000.0,281000000.0,339000000.0,288170000.0,237000000.0,245000000.0,236000000.0,239000000.0,253000000.0,281000000.0,,,1428000000.0,1941000000.0,2366000000.0,2873000000.0,2886000000.0,304961000.0,633000000.0,743000000.0,,,,,,,,,,,,304961000.0,633000000.0,743000000.0,0.0,0.0,0.0,0.0,292589000.0,294103000.0,295011000.0,279048000.0,274352000.0,261669000.0,237931000.0,46608000.0,87000000.0,70000000.0,75000000.0,102000000.0,112000000.0,149000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070474000.0,,,,,,2698000000.0,3.658626947697965,,,,,,11.339421933249554,13.326101666405089,21.356553047422377,27.2655208224342,26.271482021089586,38.60788755682835,54.5976858556983,44.99659124123623,51.0,2886000000.0,2019,1428000000.0,2015,5,4,237931000.0,2019,292589000.0,2013,7,6,2698000000.0,2019,1070474000.0,2013,2,6,11.339421933249554,2019,3.658626947697965,2013,2,6,0.2745459279303948,,,,,,0.2520062435942429,0.2632760857623189,0.19231780627336306,0.2074768073082569,2.8487205658211097,0.15560760548119268,13.103922227823436,15.142992188106813,17.49935694231852,20.222389973573392,23.369147654468023,27.00556476311621,31.207836030572,36.064012667539004,41.67584732277813,48.16092613107541,137.19702073858582,359.6490166399568,0.21571246628635987
311,amzn,1018724,467000000.0,472000000.0,481000000.0,486000000.0,496000000.0,501000000.0,505000000.0,274000000.0,-241000000.0,596000000.0,2371000000.0,3033000000.0,10073000000.0,11588000000.0,0.59,-0.52,1.25,4.9,6.15,20.14,23.01,5475000000.0,6842000000.0,11920000000.0,16443000000.0,18434000000.0,30723000000.0,38514000000.0,,,,,,,,,513000000.0,1652000000.0,354000000.0,1372000000.0,668000000.0,2684000000.0,,,,,,13427000000.0,16861000000.0,3444000000.0,4893000000.0,4589000000.0,6737000000.0,,,,,,,,,,,10949000000.0,16967000000.0,21838000000.0,29114000000.0,48866000000.0,61797000000.0,72705000000.0,7060000000.0,10949000000.0,16967000000.0,21838000000.0,29114000000.0,48866000000.0,61797000000.0,,,,,,,,745000000.0,178000000.0,2233000000.0,4186000000.0,4106000000.0,12421000000.0,14541000000.0,,,,,11478000000.0,15341000000.0,21789000000.0,745000000.0,178000000.0,2233000000.0,4186000000.0,15584000000.0,27762000000.0,36330000000.0,467000000.0,472000000.0,481000000.0,486000000.0,496000000.0,501000000.0,505000000.0,3444000000.0,4893000000.0,4589000000.0,6737000000.0,19752000000.0,13427000000.0,16861000000.0,0.0,-513000000.0,-1652000000.0,-354000000.0,-1372000000.0,-668000000.0,-2684000000.0,2031000000.0,2462000000.0,8983000000.0,10060000000.0,54000000.0,17964000000.0,24337000000.0,4.349036402569594,5.216101694915254,18.67567567567568,20.699588477366255,0.10887096774193547,35.8562874251497,48.19207920792079,298.0315878126356,332.55103265671505,478.13829512823196,699.5231348673503,968.1670116409364,1641.7261758629545,1788.9555377124316,3008.0,,0,,0,0,0,505000000.0,2019,467000000.0,2013,7,6,24337000000.0,2019,2031000000.0,2013,7,6,48.19207920792079,2019,4.349036402569594,2013,7,6,0.014592535088272974,0.015685116516536934,0.0390591505971448,0.029590999132990063,0.00011245060659256628,0.021840601649847156,0.026938667950096088,0.0211170745059258,-1.0,0.4931282194964242,35.51628327065559,0.3698461646223181,66.01573486814526,90.4314012138526,123.87710811421805,169.69258143476588,232.45273184327442,318.4244831714896,436.19255699430886,597.5167012354559,818.5059614851689,1121.2272520609613,39821.82469497586,40788.16120739751,0.29785337113434984
