ticker,cik,shares_outstanding2013,shares_outstanding2014,shares_outstanding2015,shares_outstanding2016,shares_outstanding2017,shares_outstanding2018,shares_outstanding2019,net_income2013,net_income2014,net_income2015,net_income2016,net_income2017,net_income2018,net_income2019,eps2013,eps2014,eps2015,eps2016,eps2017,eps2018,eps2019,cfo2013,cfo2014,cfo2015,cfo2016,cfo2017,cfo2018,cfo2019,debt_proceeds2013,debt_proceeds2014,debt_proceeds2015,debt_proceeds2016,debt_proceeds2017,debt_proceeds2018,debt_proceeds2019,debt_repayments2013,debt_repayments2014,debt_repayments2015,debt_repayments2016,debt_repayments2017,debt_repayments2018,debt_repayments2019,capex2013,capex2014,capex2015,capex2016,capex2017,capex2018,capex2019,ppe_purchase2013,ppe_purchase2014,ppe_purchase2015,ppe_purchase2016,ppe_purchase2017,ppe_purchase2018,ppe_purchase2019,ppe_sale2013,ppe_sale2014,ppe_sale2015,ppe_sale2016,ppe_sale2017,ppe_sale2018,ppe_sale2019,ppe2013,ppe2014,ppe2015,ppe2016,ppe2017,ppe2018,ppe2019,ppe_prev2013,ppe_prev2014,ppe_prev2015,ppe_prev2016,ppe_prev2017,ppe_prev2018,ppe_prev2019,revenue2013,revenue2014,revenue2015,revenue2016,revenue2017,revenue2018,revenue2019,operating_income2013,operating_income2014,operating_income2015,operating_income2016,operating_income2017,operating_income2018,operating_income2019,dep_amort2013,dep_amort2014,dep_amort2015,dep_amort2016,dep_amort2017,dep_amort2018,dep_amort2019,ebitda2013,ebitda2014,ebitda2015,ebitda2016,ebitda2017,ebitda2018,ebitda2019,shares_outstanding_coalesced2013,shares_outstanding_coalesced2014,shares_outstanding_coalesced2015,shares_outstanding_coalesced2016,shares_outstanding_coalesced2017,shares_outstanding_coalesced2018,shares_outstanding_coalesced2019,capex_coalesced2013,capex_coalesced2014,capex_coalesced2015,capex_coalesced2016,capex_coalesced2017,capex_coalesced2018,capex_coalesced2019,net_debt_proceeds2013,net_debt_proceeds2014,net_debt_proceeds2015,net_debt_proceeds2016,net_debt_proceeds2017,net_debt_proceeds2018,net_debt_proceeds2019,fcfe2013,fcfe2014,fcfe2015,fcfe2016,fcfe2017,fcfe2018,fcfe2019,fcfe_per_share2013,fcfe_per_share2014,fcfe_per_share2015,fcfe_per_share2016,fcfe_per_share2017,fcfe_per_share2018,fcfe_per_share2019,ltd2013,ltd2014,ltd2015,ltd2016,ltd2017,ltd2018,ltd2019,std2013,std2014,std2015,std2016,std2017,std2018,std2019,cash2013,cash2014,cash2015,cash2016,cash2017,cash2018,cash2019,avg_price2013,avg_price2014,avg_price2015,avg_price2016,avg_price2017,avg_price2018,avg_price2019,current_price,revenue_last_value,revenue_last_year,revenue_first_value,revenue_first_year,revenue_years_avail,revenue_years_between,shares_outstanding_last_value,shares_outstanding_last_year,shares_outstanding_first_value,shares_outstanding_first_year,shares_outstanding_years_avail,shares_outstanding_years_between,fcfe_last_value,fcfe_last_year,fcfe_first_value,fcfe_first_year,fcfe_years_avail,fcfe_years_between,fcfe_per_share_last_value,fcfe_per_share_last_year,fcfe_per_share_first_value,fcfe_per_share_first_year,fcfe_per_share_years_avail,fcfe_per_share_years_between,fcfe_yield2013,fcfe_yield2014,fcfe_yield2015,fcfe_yield2016,fcfe_yield2017,fcfe_yield2018,fcfe_yield2019,avg_fcfe_yield,revenue_CAGR,fcfe_per_share_CAGR,estimated_fcfe_multiplier,estimated_fcfe_per_share_CAGR,estimated_fcfe_f1,estimated_fcfe_f2,estimated_fcfe_f3,estimated_fcfe_f4,estimated_fcfe_f5,estimated_fcfe_f6,estimated_fcfe_f7,estimated_fcfe_f8,estimated_fcfe_f9,estimated_fcfe_f10,estimated_sale_price,estimated_total_cfs,estimated_IRR
eqr,906107,375860000.0,377735000.0,380620000.0,381992000.0,382678000.0,383695000.0,386333000.0,1905891000.0,656139000.0,904361000.0,4463674000.0,626058000.0,682474000.0,1006411000.0,5.155,1.726,2.36,11.68,1.63,1.77,2.6,868916000.0,1324073000.0,1356499000.0,1111489000.0,1265788000.0,1356295000.0,1456984000.0,902886000.0,0.0,0.0,,,,,,,,,,,,,,,,1506000.0,4505000.0,,,,,,1506000.0,4505000.0,,,,,,,,,,,,,,,,,,,,,,,2387702000.0,2614748000.0,2744965000.0,2425800000.0,2471406000.0,2578434000.0,2701075000.0,512288000.0,921375000.0,1008820000.0,856086000.0,847471000.0,858560000.0,1356544000.0,978973000.0,758861000.0,765895000.0,705649000.0,743749000.0,785725000.0,831083000.0,1491261000.0,1680236000.0,1774715000.0,1561735000.0,1591220000.0,1644285000.0,2187627000.0,375860000.0,377735000.0,380620000.0,381992000.0,382678000.0,383695000.0,386333000.0,,,,,1506000.0,4505000.0,,902886000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1264282000.0,1351790000.0,,,,,,3.3037749753056094,3.5230847417870965,,,,,,,,,,,,,,,,53534000.0,40080000.0,42276000.0,77207000.0,50647000.0,47442000.0,45753000.0,39.419230960664294,46.379021069360164,57.886392320905415,58.37173157646543,59.13535251085501,59.575217334397756,76.08965714899192,53.0,2701075000.0,2019,2387702000.0,2013,7,6,386333000.0,2019,375860000.0,2013,7,6,1351790000.0,2018,1264282000.0,2017,2,1,3.5230847417870965,2018,3.3037749753056094,2017,2,1,,,,,0.055868018622179716,0.05913675013574688,,0.057502384378963295,0.02076574306182133,0.06638156899932346,13.04293740338149,0.049786176749492594,,,,,,,,,,,,,
nvr,906163,4861702.0,4435000.0,4255000.0,4104000.0,4240000.0,4092000.0,3973000.0,266477000.0,281630000.0,382927000.0,425262000.0,537521000.0,797197000.0,878539000.0,54.81,63.5,89.99,103.61,126.77,194.8,221.13,270222000.0,184549000.0,203391000.0,384465000.0,568904000.0,723126000.0,866535000.0,,,,,,,,642000.0,115000.0,,,,,,,,,,,,,19016000.0,31672000.0,18277000.0,22369000.0,20269000.0,19665000.0,22699000.0,607000.0,1021000.0,683000.0,1000000.0,847000.0,1257000.0,1870000.0,,,,,,,,,,,,,,,,,,,,7163674000.0,7388664000.0,,,,,,,,13391000.0,17614000.0,21534000.0,22269000.0,22667000.0,20168000.0,20818000.0,13391000.0,17614000.0,21534000.0,22269000.0,22667000.0,20168000.0,20818000.0,4861702.0,4435000.0,4255000.0,4104000.0,4240000.0,4092000.0,3973000.0,18409000.0,30651000.0,17594000.0,21369000.0,19422000.0,18408000.0,20829000.0,-642000.0,-115000.0,0.0,0.0,0.0,0.0,0.0,252455000.0,154013000.0,185797000.0,363096000.0,549482000.0,704718000.0,845706000.0,51.92728801559618,34.72671927846674,43.66556991774383,88.47368421052632,129.59481132075473,172.21847507331378,212.86332746035743,,,,,,,,,,,,,,,866253000.0,545419000.0,425316000.0,396619000.0,667863000.0,732248000.0,281000.0,,,,,,,,,7388664000.0,2019,7163674000.0,2018,2,1,3973000.0,2019,4861702.0,2013,7,6,845706000.0,2019,252455000.0,2013,7,6,212.86332746035743,2019,51.92728801559618,2013,7,6,,,,,,,,0.0,0.0314070684958585,0.2650786725692509,inf,0.19880900442693816,255.1824736717564,305.91504720964167,366.73371318461034,439.64367759263695,527.0487994374269,631.8308465379947,757.444508104443,908.0312966693392,1088.5560947486724,1304.9708482085316,inf,,
bwa,908255,231337000.0,228924000.0,225648000.0,215328000.0,211548000.0,209496000.0,206800000.0,624300000.0,655800000.0,609700000.0,118500000.0,439900000.0,930700000.0,746000000.0,2.7,2.86,2.7,0.55,2.08,4.44,3.61,718800000.0,801800000.0,867900000.0,1035700000.0,1180300000.0,1126500000.0,1008000000.0,289500000.0,130500000.0,1569200000.0,4600000.0,3000000.0,58700000.0,63000000.0,77000000.0,431600000.0,29800000.0,193600000.0,19300000.0,65700000.0,204000000.0,417800000.0,563000000.0,577300000.0,500600000.0,560000000.0,546600000.0,481000000.0,417800000.0,563000000.0,577300000.0,500600000.0,560000000.0,546600000.0,481000000.0,,,,,,,,1939400000.0,2093900000.0,2448100000.0,2501800000.0,2863800000.0,2903800000.0,2925000000.0,1788000000.0,1939400000.0,2093900000.0,2448100000.0,2501800000.0,2863800000.0,2904000000.0,,,,,,10529600000.0,10168000000.0,855200000.0,963700000.0,939700000.0,225900000.0,1077100000.0,1189900000.0,1303000000.0,,,320200000.0,391400000.0,407800000.0,431300000.0,439000000.0,855200000.0,963700000.0,1259900000.0,617300000.0,1484900000.0,1621200000.0,1742000000.0,231337000.0,228924000.0,225648000.0,215328000.0,211548000.0,209496000.0,206800000.0,417800000.0,563000000.0,577300000.0,500600000.0,560000000.0,546600000.0,481000000.0,212500000.0,-301100000.0,1539400000.0,-189000000.0,-16300000.0,-7000000.0,-141000000.0,378000000.0,670400000.0,320400000.0,728700000.0,639600000.0,645600000.0,731000000.0,1.6339798648724588,2.9284828152574653,1.419910657306956,3.384139545251895,3.023427307277781,3.081681750486883,3.534816247582205,1021000000.0,716300000.0,2124600000.0,2043600000.0,2103700000.0,1940700000.0,1674000000.0,,,,,,,,939500000.0,797800000.0,577700000.0,443700000.0,545300000.0,739400000.0,832000000.0,40.370688287038654,54.48732542613197,48.03697572435653,32.37148614156814,43.16090628635361,44.634824502040665,38.62882290418405,38.0,10168000000.0,2019,10529600000.0,2018,2,1,206800000.0,2019,231337000.0,2013,7,6,731000000.0,2019,378000000.0,2013,7,6,3.534816247582205,2019,1.6339798648724588,2013,7,6,0.04047441186176312,0.05374612889060936,0.029558702143420084,0.10454075325588251,0.07005013488870396,0.06904209403458035,0.09150722133962137,0.06555992091636867,-0.03434128551891813,0.13724322173446102,11.43991617922687,0.10293241630084576,3.8986634251253305,4.299962271817212,4.742567778457833,5.230731739365031,5.7691435963194,6.362975486675108,7.017931928381627,7.740304619204802,8.537032876564151,9.415770298588658,107.71562297870821,132.73070699920737,0.1332318735966065
cost,909832,,,442716000.0,441263000.0,441036000.0,442427000.0,443400000.0,,2058000000.0,2377000000.0,2350000000.0,2679000000.0,3134000000.0,3659000000.0,,4.65,5.37,5.33,6.08,7.09,8.26,,3984000000.0,4285000000.0,3292000000.0,6726000000.0,5774000000.0,6356000000.0,,117000000.0,1125000000.0,185000000.0,3782000000.0,0.0,298000000.0,,0.0,,1288000000.0,2200000000.0,86000000.0,89000000.0,,,,,,,,,1993000000.0,2393000000.0,2649000000.0,2502000000.0,2969000000.0,2998000000.0,,,,,,,,,14830000000.0,15401000000.0,17043000000.0,18161000000.0,19681000000.0,20890000000.0,,13881000000.0,14830000000.0,15401000000.0,17043000000.0,18161000000.0,19681000000.0,,112640000000.0,116199000000.0,118719000000.0,129025000000.0,141576000000.0,152703000000.0,,3220000000.0,3624000000.0,3672000000.0,4111000000.0,4480000000.0,4737000000.0,,1029000000.0,1127000000.0,1255000000.0,1370000000.0,1437000000.0,1492000000.0,,4249000000.0,4751000000.0,4927000000.0,5481000000.0,5917000000.0,6229000000.0,,442580645.1612903,442716000.0,441263000.0,441036000.0,442427000.0,443400000.0,,1993000000.0,2393000000.0,2649000000.0,2502000000.0,2969000000.0,2998000000.0,,117000000.0,1125000000.0,-1103000000.0,1582000000.0,-86000000.0,209000000.0,,1991000000.0,1892000000.0,1931000000.0,6424000000.0,2891000000.0,3447000000.0,,4.498615160349854,4.273620108602355,4.376075039148988,14.56570438694347,6.534411326614334,7.7740189445196215,,5093000000.0,4864000000.0,4061000000.0,6573000000.0,6487000000.0,5124000000.0,,,1283000000.0,1100000000.0,86000000.0,,1699000000.0,,5738000000.0,4801000000.0,3379000000.0,4546000000.0,6055000000.0,8384000000.0,96.54885628109886,106.18710087972973,134.42149804130432,142.2964106968471,160.21479736571294,204.8844076209809,259.8381156161487,327.0,152703000000.0,2019,112640000000.0,2014,6,5,443400000.0,2019,442580645.1612903,2014,6,5,3447000000.0,2019,1991000000.0,2014,6,5,7.7740189445196215,2019,4.498615160349854,2014,6,5,,0.042364987113125,0.03179268324542239,0.030753235571569833,0.09091360240399761,0.031893160648429876,0.029918701211657316,0.04293939503236701,0.06274968642577039,0.11561244530345505,17.466478031063602,0.08670933397759129,8.448098949528095,9.180627982818464,9.976674120704692,10.841744889022467,11.781825367504558,12.803419598161168,13.913595584153363,15.120034190488857,16.43108228486455,17.855810486316155,311.8781215860762,111.23103503963856,-0.10222434886712861
reg,910606,,,,,,,,150080000.0,187709000.0,150296000.0,165179000.0,176465000.0,,239430000.0,1.4,1.8,1.36,,,,,250731000.0,277742000.0,275637000.0,289376000.0,471146000.0,,621271000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489007000.0,537898000.0,569763000.0,614371000.0,984326000.0,,1133138000.0,,,,,,,,134454000.0,147791000.0,146829000.0,162327000.0,334201000.0,,374283000.0,134454000.0,147791000.0,146829000.0,162327000.0,334201000.0,0.0,374283000.0,107200000.0,104282777.77777778,110511764.70588234,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80684000.0,113776000.0,36856000.0,13256000.0,45370000.0,,,40.12521271478562,44.667243624490396,54.54007695213197,64.7640150917901,58.4245792100154,56.693609047695944,63.05795975035405,39.0,1133138000.0,2019,489007000.0,2013,6,6,110511764.70588234,2015,107200000.0,2013,3,2,,0,,0,0,0,,0,,0,0,0,,,,,,,,,0.1503445907714942,-1.0,0.0,-0.75,,,,,,,,,,,,,
maa,912595,,,,,,,,115281000.0,,,,,,353811000.0,2.25,1.97,4.41,2.69,,,3.07,264592000.0,384126000.0,463721000.0,484039000.0,,,781420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634734000.0,989296000.0,1042779000.0,1125348000.0,,,1641017000.0,116891000.0,228217000.0,288131000.0,272150000.0,,,,192736000.0,306233000.0,294897000.0,323283000.0,,,497790000.0,309627000.0,534450000.0,583028000.0,595433000.0,0.0,0.0,497790000.0,51236000.0,,,,,,115247882.73615636,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89333000.0,25401000.0,37559000.0,33536000.0,,,20476000.0,,,,,,,,,1641017000.0,2019,634734000.0,2013,5,6,115247882.73615636,2019,51236000.0,2013,2,6,,0,,0,0,0,,0,,0,0,0,,,,,,,,,0.1715303741253964,-1.0,0.0,-0.75,,,,,,,,,,,,,
ivz,914208,,,,,,,,940300000.0,988100000.0,968100000.0,854200000.0,1127300000.0,882800000.0,564700000.0,2.1,2.27,2.26,2.06,2.75,2.14,1.28,780200000.0,1200400000.0,1053500000.0,129300000.0,1370700000.0,828800000.0,1116600000.0,981500000.0,0.0,495500000.0,0.0,0.0,,,,,,,,,,,,,,,,,88200000.0,133200000.0,124500000.0,147700000.0,111700000.0,102500000.0,124300000.0,0.0,0.0,,,,,,350800000.0,402600000.0,426900000.0,464700000.0,490700000.0,468700000.0,583500000.0,349600000.0,350800000.0,402600000.0,426900000.0,464700000.0,490700000.0,468700000.0,4644600000.0,5147100000.0,5122900000.0,4734400000.0,5160300000.0,5314100000.0,6117400000.0,1120200000.0,1276900000.0,1358400000.0,1176400000.0,1277100000.0,1204900000.0,808200000.0,88400000.0,89400000.0,93600000.0,101200000.0,116800000.0,142100000.0,177600000.0,1208600000.0,1366300000.0,1452000000.0,1277600000.0,1393900000.0,1347000000.0,985800000.0,447761904.7619047,435286343.6123348,428362831.85840714,414660194.17475724,409927272.72727275,412523364.4859813,441171875.0,88200000.0,133200000.0,124500000.0,147700000.0,111700000.0,102500000.0,124300000.0,981500000.0,0.0,495500000.0,0.0,0.0,0.0,0.0,692000000.0,1067200000.0,929000000.0,-18400000.0,1259000000.0,726300000.0,992300000.0,1.5454642135488676,2.451719461592956,2.168722239438074,-0.04437368297822524,3.0712765013749665,1.7606275487086545,2.249236762882947,,,,,,,,,,,,,,,1331200000.0,1514200000.0,1851400000.0,1328000000.0,2006400000.0,1147700000.0,1049000000.0,,,,,,,,,6117400000.0,2019,4644600000.0,2013,7,6,441171875.0,2019,447761904.7619047,2013,7,6,992300000.0,2019,692000000.0,2013,7,6,2.249236762882947,2019,1.5454642135488676,2013,7,6,,,,,,,,0.0,0.04697527780672495,0.06454176168650494,inf,0.048406321264878704,2.3581140402278344,2.472261666038324,2.5919347584954195,2.7174007851127544,2.848940160522355,2.986846873197016,3.1314291425099885,3.2830101076005307,3.4419285495848855,3.6085396487268495,inf,,
emn,915389,,,,,,,,1165000000.0,751000000.0,848000000.0,854000000.0,1384000000.0,1080000000.0,759000000.0,7.44,4.97,5.66,5.75,9.47,7.56,5.48,1297000000.0,1408000000.0,1612000000.0,1385000000.0,1657000000.0,1543000000.0,1504000000.0,150000000.0,3565000000.0,250000000.0,1848000000.0,675000000.0,1604000000.0,460000000.0,1105000000.0,125000000.0,950000000.0,2126000000.0,1025000000.0,1774000000.0,760000000.0,,,,,,,,483000000.0,593000000.0,652000000.0,626000000.0,649000000.0,528000000.0,425000000.0,,,,,,,,4290000000.0,5087000000.0,5130000000.0,5276000000.0,5607000000.0,5600000000.0,5571000000.0,4181000000.0,4290000000.0,5087000000.0,5130000000.0,5276000000.0,5607000000.0,5600000000.0,,,,9008000000.0,9549000000.0,10151000000.0,9273000000.0,1862000000.0,1162000000.0,1384000000.0,1383000000.0,1532000000.0,,,433000000.0,450000000.0,571000000.0,580000000.0,587000000.0,604000000.0,611000000.0,2295000000.0,1612000000.0,1955000000.0,1963000000.0,2119000000.0,604000000.0,611000000.0,156586021.50537634,151106639.8390342,149823321.55477032,148521739.13043478,146145723.3368532,142857142.85714287,138503649.6350365,483000000.0,593000000.0,652000000.0,626000000.0,649000000.0,528000000.0,425000000.0,-955000000.0,3440000000.0,-700000000.0,-278000000.0,-350000000.0,-170000000.0,-300000000.0,1919000000.0,940000000.0,1910000000.0,2885000000.0,2033000000.0,2789000000.0,1839000000.0,12.255244635193133,6.220772303595207,12.748349056603773,19.42476580796253,13.910773121387285,19.523,13.277628458498024,4254000000.0,7248000000.0,6608000000.0,6311000000.0,6147000000.0,5925000000.0,5611000000.0,,,,,,,,237000000.0,214000000.0,293000000.0,181000000.0,191000000.0,226000000.0,204000000.0,61.4963571154882,70.0217712341793,63.18508681039962,61.558894989982484,76.09735016233894,89.46351366689005,72.64287346767715,78.0,9273000000.0,2019,9008000000.0,2016,4,3,138503649.6350365,2019,156586021.50537634,2013,7,6,1839000000.0,2019,1919000000.0,2013,7,6,13.277628458498024,2019,12.255244635193133,2013,7,6,0.19928407486281136,0.08884054478985673,0.20176199321934818,0.31554766879950547,0.18280233269241764,0.2182230408777847,0.18277950505917112,0.1984627371858422,0.009711480130897066,0.013443996864388907,3.779046941682023,0.01008299764829168,13.41150675501995,13.546734946090863,13.683326642694327,13.821295593053424,13.960655684014526,14.101420942445053,14.243605536645298,14.387223777774487,14.532290121291235,14.678819168408504,55.47194668587761,117.83882585331529,0.042123958294738806
avb,915912,,,,,,,,353141000.0,683567000.0,742038000.0,1034002000.0,876921000.0,974525000.0,,2.78,5.21,5.51,7.52,6.35,7.05,5.63,724501000.0,886641000.0,1056754000.0,1143484000.0,1256257000.0,1301111000.0,1321804000.0,,,,,,,,,,,,18951000.0,1070000.0,,2200000.0,5923000.0,7695000.0,5881000.0,8809000.0,3325000.0,5266000.0,2200000.0,5923000.0,7695000.0,5881000.0,8809000.0,3325000.0,5266000.0,,,,,,,,,,,,,,,,,,,,,,1462921000.0,1685061000.0,1856028000.0,2045255000.0,2158628000.0,2284535000.0,2324626000.0,,,,,,,,560215000.0,442682000.0,477923000.0,531434000.0,584150000.0,631196000.0,661578000.0,560215000.0,442682000.0,477923000.0,531434000.0,584150000.0,631196000.0,661578000.0,127029136.6906475,131202879.07869482,134671143.3756806,137500265.9574468,138097795.27559057,138230496.45390072,,2200000.0,5923000.0,7695000.0,5881000.0,8809000.0,3325000.0,5266000.0,0.0,0.0,0.0,0.0,-18951000.0,-1070000.0,0.0,722301000.0,880718000.0,1049059000.0,1137603000.0,1266399000.0,1298856000.0,1316538000.0,5.686104926927204,6.712642330598171,7.789783124314387,8.273460360811681,9.170305705987197,9.396305687386162,,,,,,,,,,,,,,,,281541000.0,509460000.0,400507000.0,214994000.0,67088000.0,91659000.0,39687000.0,103.33959025428408,117.51330284845258,146.01663304889013,154.1450404818096,166.62684856278014,160.40806913945778,196.74173332305543,145.0,2324626000.0,2019,1462921000.0,2013,7,6,138230496.45390072,2018,127029136.6906475,2013,6,5,1316538000.0,2019,722301000.0,2013,7,6,9.396305687386162,2018,5.686104926927204,2013,6,5,0.05502349015450522,0.057122403743982274,0.05334860119467463,0.05367321799618989,0.05503498256784286,0.058577512576484365,,0.05546336803894653,0.080244431138069,0.10567745292801978,13.52243880092799,0.07925808969601483,,,,,,,,,,,,,
alb,915913,84322000.0,79102000.0,112608000.0,113563000.0,112380000.0,109458000.0,106321000.0,413171000.0,133316000.0,334906000.0,643675000.0,54850000.0,693562000.0,533228000.0,4.9,1.69,3.0,5.68,0.49,6.34,5.02,432859000.0,492609000.0,360689000.0,733403000.0,303979000.0,546165000.0,719374000.0,117000000.0,0.0,2250000000.0,0.0,27000000.0,0.0,1597807000.0,135733000.0,6017000.0,2626241000.0,1252302000.0,778209000.0,0.0,175215000.0,155346000.0,110576000.0,227649000.0,196654000.0,317703000.0,699991000.0,851796000.0,155346000.0,110576000.0,227649000.0,196654000.0,317703000.0,699991000.0,851796000.0,,,,,,,10356000.0,1357069000.0,1231868000.0,2484738000.0,2360140000.0,2493310000.0,3021084000.0,4909473000.0,1296571000.0,1357069000.0,1231868000.0,2321095000.0,2360140000.0,2493310000.0,3021084000.0,2616416000.0,2445548000.0,3651335000.0,2677203000.0,3071976000.0,3374950000.0,3589427000.0,582909000.0,271298000.0,442435000.0,574551000.0,587749000.0,911540000.0,666123000.0,107370000.0,103572000.0,260076000.0,226169000.0,196928000.0,200698000.0,213484000.0,690279000.0,374870000.0,702511000.0,800720000.0,784677000.0,1112238000.0,879607000.0,84322000.0,79102000.0,112608000.0,113563000.0,112380000.0,109458000.0,106321000.0,155346000.0,110576000.0,227649000.0,196654000.0,317703000.0,699991000.0,851796000.0,-18733000.0,-6017000.0,-376241000.0,-1252302000.0,-751209000.0,0.0,1422592000.0,413246000.0,388050000.0,2759281000.0,1789051000.0,764485000.0,-153826000.0,42793000.0,4.900808804345248,4.905691385805668,24.503418940039783,15.753819465847151,6.80267841252892,-1.4053426885197975,0.402488689910742,1054310000.0,2223035000.0,3174674000.0,2121718000.0,1415360000.0,1397916000.0,2862921000.0,24554000.0,711096000.0,677345000.0,247544000.0,422012000.0,307294000.0,187336000.0,477239000.0,2489768000.0,213734000.0,2269756000.0,1137303000.0,555320000.0,613110000.0,56.75743837205191,57.90943297128829,49.23044194115533,69.46783492678688,109.59566245515984,95.4405642505661,70.86963170268146,85.0,3589427000.0,2019,2616416000.0,2013,7,6,106321000.0,2019,84322000.0,2013,7,6,42793000.0,2019,413246000.0,2013,7,6,0.402488689910742,2019,4.900808804345248,2013,7,6,0.08634654672432272,0.08471316561220567,0.49772900615697263,0.22677861606670657,0.06207069020922411,-0.014724794426301412,0.00567928293460446,0.13551321618253356,0.05411110389520357,-0.3407031710658527,5.534515533818968,-0.25552737829938954,0.29964181018269415,0.223075123997827,0.166073322398851,0.12363704172080332,0.09204439258919421,0.06852453026371766,0.051014636696232706,0.03797900032634853,0.02827432594252503,0.021049461561249195,0.11649857198925895,-83.77218778233133,
mlm,916076,46285000.0,57088000.0,67020000.0,63861000.0,63217000.0,63147000.0,62700000.0,121337000.0,155601000.0,288792000.0,425386000.0,713342000.0,469998000.0,611900000.0,2.61,2.71,4.29,6.63,11.25,7.43,9.74,308951000.0,381658000.0,573151000.0,678654000.0,657878000.0,705148000.0,966100000.0,604417000.0,868762000.0,230000000.0,560000000.0,2408830000.0,1000000000.0,625000000.0,621142000.0,1057289000.0,244704000.0,449306000.0,1065048000.0,910052000.0,975100000.0,,,,,,,,155233000.0,232183000.0,318232000.0,387267000.0,410325000.0,375954000.0,393500000.0,,,,,,,,1799241000.0,3402770000.0,3156000000.0,3423395000.0,3592813000.0,5157229000.0,5206000000.0,1753241000.0,1799241000.0,3402770000.0,3156000000.0,3423395000.0,3592813000.0,5157200000.0,2155551000.0,2957951000.0,3539570000.0,3818749000.0,3965594000.0,4244265000.0,4739100000.0,217988000.0,314873000.0,479416000.0,667321000.0,700381000.0,690737000.0,884900000.0,173761000.0,222746000.0,263587000.0,285253000.0,297162000.0,344033000.0,371500000.0,391749000.0,537619000.0,743003000.0,952574000.0,997543000.0,1034770000.0,1256400000.0,46285000.0,57088000.0,67020000.0,63861000.0,63217000.0,63147000.0,62700000.0,155233000.0,232183000.0,318232000.0,387267000.0,410325000.0,375954000.0,393500000.0,-16725000.0,-188527000.0,-14704000.0,110694000.0,1343782000.0,89948000.0,-350100000.0,774860000.0,1206764000.0,499623000.0,740693000.0,1312601000.0,1239246000.0,1547700000.0,16.7410608188398,21.13866311659193,7.454834377797672,11.598518657709713,20.763418067924768,19.624780274597367,24.68421052631579,1018518000.0,1571059000.0,1553649000.0,1506153000.0,2727294000.0,2730439000.0,2433600000.0,12403000.0,,19246000.0,180036000.0,299909000.0,390042000.0,340000000.0,42437000.0,108651000.0,168409000.0,50038000.0,1446364000.0,44892000.0,21000000.0,93.37234454684788,115.2192806364998,140.69465494912768,172.38889497423932,210.98951630003427,199.55414146636116,227.4941951554135,228.0,4739100000.0,2019,2155551000.0,2013,7,6,62700000.0,2019,46285000.0,2013,7,6,1547700000.0,2019,774860000.0,2013,7,6,24.68421052631579,2019,16.7410608188398,2013,7,6,0.17929356813398076,0.18346463369513094,0.05298591037799687,0.0672811242246371,0.09840971453007401,0.09834313700728439,0.10850479287813336,0.1126118401210339,0.14030998809207418,0.06685659096857943,6.660045686083353,0.050142443226434574,25.921937151220938,27.221726413145245,28.58669028434191,30.02009677895619,31.525377777347074,33.10613724273961,34.766159849880225,36.509420046353995,38.34009156825835,40.26255743301605,268.15047194244175,366.41066648770135,0.048584240022401914
