,ticker,sector,industry,price,eps_ttm,pe_ttm,roa_ttm,roe_ttm,debt_equity_ratio_mrq,revenue_ttm,ma_200,ma_50,current_ratio_mrq,div_yield_ttm,div_yield_5y_avg,high_52,low_52,growth_est_f5y,growth_est_p5y,growth_est_f1y,predicted_intrinsic_value,predicted_premium_percent,size_filter,pe_filter,div_filter,strong_div_filter,div_above_5y_avg_filter,current_ratio_mrq_filter,roa_ttm_filter
0,info,Industrials,Consulting Services,79.56,1.97,40.52,0.0356,0.0964,71.13,4340000000.0,70.73,74.94,0.73,0.43,,81.65,44.81,0.1109,0.14859999999999998,0.141,54.61032723537652,45.686730015529186,True,True,True,False,False,False,False
0,intc,Technology,Semiconductors,50.59,5.44,9.11,0.11630000000000001,0.3015,46.76,78960000000.0,59.4,59.57,1.98,2.55,2.62,69.29,43.63,0.0862,0.19010000000000002,-0.01,25.088483279338043,101.6463069398224,True,True,True,False,False,True,True
0,intu,Technology,Software—Application,288.68,5.07,58.41,0.1311,0.3035,13.99,6860000000.0,275.96,293.43,1.79,0.71,0.9,314.73,187.68,0.1015,0.3251,0.15,181.98945511775997,58.62457515090846,True,False,True,False,False,True,True
0,ip,Consumer Cyclical,Packaging & Containers,36.32,1.66,22.13,0.042,0.0911,155.23,22080000000.0,36.01,35.49,0.77,5.58,4.06,47.64,26.38,,,,,,True,True,True,True,True,False,False
0,ipg,Communication Services,Advertising Agencies,18.55,1.7,10.9,0.0426,0.2615,214.93,8590000000.0,18.48,17.5,0.97,5.18,3.32,25.2,11.63,0.004,0.013999999999999999,0.221,0.36938154744401347,4921.907598893145,True,True,True,True,True,False,False
0,ipgp,Technology,Semiconductor Equipment & Materials,175.29,3.01,60.82,0.057999999999999996,0.0701,1.94,1250000000.0,140.32,164.58,9.59,,,184.02,98.04,0.136,0.0819,0.508,161.43982533614866,8.579156125208032,True,False,False,False,False,True,False
0,iqv,Healthcare,Diagnostics & Research,157.88,0.67,242.57,0.0197,0.0252,219.5,10940000000.0,139.83,144.82,1.1,,,169.14,81.79,0.1047,0.19329999999999997,0.225,103.68346692235863,52.27114282185934,True,False,False,False,False,False,False
0,ir,Industrials,Specialty Industrial Machinery,31.6,0.33,96.13,0.0189,0.0143,41.55,2630000000.0,29.74,29.9,2.11,6.71,,38.96,17.01,,,,,,True,False,True,True,False,True,False
0,irm,Real Estate,REIT—Specialty,27.24,1.05,26.43,0.0375,0.2004,914.75,4280000000.0000005,27.52,26.99,0.76,9.03,6.69,34.49,21.0,0.08,-0.0451,0.376,12.878296890845228,111.51865212366747,True,True,True,True,True,False,False
0,it,Technology,Information Technology Services,124.69,3.16,39.67,0.04190000000000001,0.3292,359.57,4290000000.0,124.31,122.25,0.7,,,165.27,76.91,0.0575,0.1417,0.168,39.9760481126178,211.91177189083783,True,True,False,False,False,False,False
0,itw,Industrials,Specialty Industrial Machinery,184.79,7.7,24.37,0.1419,0.9081,336.86,13780000000.0,167.6,174.75,2.71,2.28,2.19,190.85,115.94,-0.0269,0.1202,0.27699999999999997,-23.64840168868942,-881.4058744121448,True,True,True,False,True,True,True
0,ivz,Financial Services,Asset Management,10.44,1.03,10.37,0.029500000000000002,0.056600000000000004,20.84,6500000000.0,11.66,10.68,9.17,10.39,5.09,19.6,6.38,-0.1014,0.0068000000000000005,0.043,-4.373252125979058,-338.7239450015188,True,True,True,True,True,True,False
0,j,Industrials,Engineering & Construction,83.94,,0.0,0.038,0.0349,72.11,13350000000.0,85.51,83.52,1.97,,,104.0,59.29,0.10400000000000001,0.0975,0.17300000000000001,,,True,False,False,False,False,True,False
0,jbht,Industrials,Integrated Freight & Logistics,130.79,4.57,28.51,0.0827,0.2164,54.67,9240000000.0,108.21,123.06,1.59,0.81,0.96,138.76,75.29,0.1009,0.1072,0.254,79.50069059674556,64.51429417564583,True,True,True,False,False,True,False
0,jci,Industrials,Engineering & Construction,36.8,6.48,5.72,0.0269,0.0647,42.76,23740000000.0,33.92,35.04,1.05,2.83,2.81,44.82,22.78,0.0915,-0.0026,0.14,20.129297759172868,82.81810145726685,True,True,True,False,True,False,False
0,jnj,Healthcare,Drug Manufacturers—General,148.12,5.68,25.89,0.0805,0.24539999999999998,48.26,80500000000.0,144.05,144.3,1.25,2.61,2.66,157.0,109.16,0.0508,0.0993,0.149,40.88043011165057,262.32495498570376,True,True,True,False,False,True,False
0,jnpr,Technology,Communication Equipment,24.48,0.97,25.92,0.0341,0.0723,42.51,4440000000.0,22.74,23.39,1.93,3.15,2.11,27.32,15.2,0.009000000000000001,-0.0059,0.162,1.1390213790091357,2049.213390647311,True,True,True,False,True,True,False
0,jpm,Financial Services,Banks—Diversified,98.28,7.47,12.97,0.0085,0.0953,,97280000000.0,105.55,98.06,,3.66,2.5,141.1,76.91,-0.0137,0.1539,0.523,-6.384799894732892,-1639.2808172590592,True,True,True,False,True,False,False
0,k,Consumer Defensive,Packaged Foods,68.68,2.99,23.39,0.059000000000000004,0.33030000000000004,283.56,13470000000.0,65.06,66.62,0.77,3.31,3.18,71.05,52.66,0.0207,0.0373,0.021,7.459603055077643,820.6924214720854,True,True,True,False,True,False,False
0,key,Financial Services,Banks—Regional,12.25,1.12,10.75,0.0077,0.0701,,5270000000.0,13.61,12.51,,6.04,2.88,20.53,7.45,-0.126,0.1472,0.541,-5.833531473583451,-309.9928671932751,True,True,True,True,True,False,False
0,khc,Consumer Defensive,Packaged Foods,34.68,1.56,22.33,0.032,0.0371,64.12,25170000000.0,29.21,32.8,1.48,4.61,3.91,35.25,19.99,,,,,,True,True,True,True,True,True,False
0,kim,Real Estate,REIT—Retail,10.75,0.75,14.28,0.025099999999999997,0.0751,118.6,1150000000.0,13.63,12.62,5.32,10.42,5.62,21.86,7.45,0.046,-0.1073,0.057,2.670263575135048,302.5819810486806,True,True,True,True,True,True,False
0,klac,Technology,Semiconductor Equipment & Materials,188.21,6.42,30.71,0.11460000000000001,0.3923,152.24,5610000000.0,169.82,195.44,2.61,1.7,2.5,209.3,110.19,0.12789999999999999,0.3134,0.019,160.90277971673115,16.971254524839875,True,True,True,False,False,True,True
0,kmb,Consumer Defensive,Household & Personal Products,147.34,7.45,19.79,0.1446,9.5523,,18840000000.0,138.94,141.65,0.91,2.85,3.12,149.36,110.66,0.0634,0.038900000000000004,0.022000000000000002,52.45535288761443,180.88649087096198,True,True,True,False,False,False,True
0,kmi,Energy,Oil & Gas Midstream,14.25,0.07,200.0,0.0275,0.0067,104.73,12230000000.0,16.65,15.19,0.48,7.19,4.62,22.58,9.42,-0.006,0.013999999999999999,0.203,-0.4103299551513438,-3572.814943462782,True,False,True,True,True,False,False
0,kmx,Consumer Cyclical,Auto & Truck Dealerships,97.46,3.79,25.83,0.0271,0.1783,430.67,19300000000.0,82.56,92.2,2.85,,,103.18,37.59,0.124,0.1636,0.6759999999999999,76.85995988290415,26.802043806007614,True,True,False,False,False,True,False
0,ko,Consumer Defensive,Beverages—Non-Alcoholic,48.49,2.12,22.87,0.0659,0.4664,272.81,34330000000.0,49.35,46.12,1.09,3.34,3.21,60.13,36.27,0.0294,0.0191,0.132,7.473907123088624,548.7905081159385,True,True,True,False,True,False,False
0,kss,Consumer Cyclical,Department Stores,20.86,0.56,35.51,0.015700000000000002,0.0172,160.5,18310000000.0,26.66,21.98,1.88,13.01,5.03,59.28,10.89,-0.07629999999999999,0.0602,1.46,-6.440544375953042,-423.8856652845161,True,True,True,True,True,True,False
0,ksu,Industrials,Railroads,154.7,5.85,26.73,0.0661,0.11539999999999999,80.82,2760000000.0,146.79,149.97,2.44,1.01,1.32,178.59,92.86,0.08539999999999999,0.0926,0.23199999999999998,78.30149819721159,97.56965519404206,True,True,True,False,False,True,False
0,l,Financial Services,Insurance—Property & Casualty,36.87,-0.32,0.0,0.0073,-0.0277,62.57,14250000000.0,39.29,34.8,0.44,0.68,0.56,56.88,27.33,,,,,,True,False,True,False,True,False,False
0,ldos,Technology,Information Technology Services,91.07,4.11,21.95,0.0557,0.1791,144.74,11410000000.0,98.34,93.42,0.67,1.47,2.15,125.84,68.0,0.10339999999999999,0.1462,0.19699999999999998,56.6923245738114,60.63902950641948,True,True,True,False,False,False,False
0,leg,Consumer Cyclical,"Furnishings, Fixtures & Appliances",35.93,2.36,15.83,0.06309999999999999,0.26170000000000004,211.84,4640000000.0,35.7,35.13,2.09,4.45,3.27,55.42,22.03,0.052000000000000005,0.0431,0.612,10.656353182311777,237.1697557813618,True,True,True,True,True,True,False
0,len,Consumer Cyclical,Residential Construction,69.79,6.64,11.0,0.057300000000000004,0.13119999999999998,53.73,22620000000.0,56.85,63.6,8.45,0.47,0.34,73.75,25.42,0.031,0.1261,0.022000000000000002,11.90994957688216,485.9806504593946,True,True,True,False,True,True,False
0,lh,Healthcare,Diagnostics & Research,198.74,3.27,61.58,0.0508,0.0455,101.12,11590000000.0,166.63,175.91,1.18,,,201.88,98.02,0.077,0.11109999999999999,0.244,89.40502041137644,122.29176738123213,True,False,False,False,False,False,False
0,lhx,Industrials,Aerospace & Defense,171.24,7.35,22.79,,,34.01,21420000000.0,192.34,177.14,1.41,1.75,1.8,230.99,142.01,0.13470000000000001,0.1301,0.128,145.92785205752003,17.34565923200373,True,True,True,False,False,True,False
0,lin,Basic Materials,Specialty Chemicals,244.07,4.32,57.1,0.0258,0.04650000000000001,35.72,28020000000.0,199.42,220.6,0.74,1.47,2.19,248.88,146.71,0.10830000000000001,0.025,0.136,163.9494389466349,48.86906693193633,True,False,True,False,False,False,False
0,lly,Healthcare,Drug Manufacturers—General,159.54,6.04,26.59,0.1025,1.9205,551.52,23090000000.0,148.37,160.38,1.11,1.68,2.34,170.75,101.36,0.13470000000000001,0.1666,0.16699999999999998,139.91420261724247,14.0270230009794,True,True,True,False,False,False,True
0,lmt,Industrials,Aerospace & Defense,386.21,22.82,16.75,0.106,1.9303,334.76,62920000000.0,381.92,371.6,1.31,2.43,2.56,442.53,266.11,0.0911,0.15839999999999999,0.10300000000000001,206.5091176761597,87.01837688621616,True,True,True,False,False,True,True
0,lnc,Financial Services,Insurance—Life,37.21,3.32,11.08,0.0024,0.0416,48.74,17720000000.0,39.98,38.04,4.65,4.14,2.13,66.93,16.11,0.09880000000000001,0.11869999999999999,0.175,21.886959846261576,70.0099066355974,True,True,True,True,True,True,False
0,lnt,Utilities,Utilities—Regulated Electric,53.12,2.5,21.14,0.028999999999999998,0.11380000000000001,113.31,3580000000.0,51.41,49.33,0.55,2.72,3.06,60.28,37.66,0.053,0.0833,0.075,15.395742817851927,245.0304452891056,True,True,True,False,False,False,False
0,low,Consumer Cyclical,Home Improvement Retail,147.03,5.94,25.12,0.10039999999999999,1.8465,,74080000000.0,115.0,135.94,1.2,1.5,1.72,149.65,60.0,0.196,0.1575,0.084,213.504547149783,-31.134956157700998,True,True,True,False,False,False,True
0,lrcx,Technology,Semiconductor Equipment & Materials,345.72,13.89,25.77,0.12269999999999999,0.4267,116.53,9610000000.0,287.29,323.36,4.47,1.32,1.49,367.56,181.38,0.1452,0.3379,0.168,343.21236414800455,0.7306368050639556,True,True,True,False,False,True,True
0,luv,Industrials,Airlines,31.66,0.31,103.38,0.0003,0.015700000000000002,105.0,16610000000.0,39.2,34.32,1.7,1.71,0.99,58.83,22.47,-0.0301,0.0978,1.3330000000000002,-4.490447752926111,-805.0521850381042,True,False,True,False,True,True,False
0,lvs,Consumer Cyclical,Resorts & Casinos,44.36,0.44,97.71,0.029900000000000003,0.07490000000000001,305.81,8640000000.0,52.24,47.49,1.59,5.25,5.09,74.29,33.3,,,,,,True,False,True,True,True,True,False
0,lw,Consumer Defensive,Packaged Foods,67.79,3.26,21.63,0.12869999999999998,4.4622,898.0,3950000000.0,69.75,65.75,1.85,1.22,,96.32,39.06,-0.0325,0.16870000000000002,-0.03,-10.616927326784884,-738.508656162468,True,True,True,False,False,True,True
0,lyb,Basic Materials,Specialty Chemicals,68.5,7.89,8.85,0.0721,0.3071,209.3,33439999999.999996,65.64,67.23,1.75,6.13,4.21,98.91,33.71,-0.011000000000000001,0.0088,0.525,-3.714703145184995,-1944.0235282000885,True,True,True,True,True,True,False
0,ma,Financial Services,Credit Services,306.92,7.82,39.47,0.2232,1.4774,226.74,17000000000.0,290.74,301.75,1.87,0.48,0.59,347.25,199.99,0.1277,0.2236,0.315,251.40302095612205,22.08286075192687,True,True,True,False,False,True,True
0,mar,Consumer Cyclical,Lodging,87.5,2.81,30.74,0.0436,1.1737,,5000000000.0,101.9,90.69,0.62,2.19,1.35,153.39,46.56,-0.0661,0.2016,4.508,-24.73470950636136,-453.75390189036364,True,True,True,False,True,False,False
0,mas,Industrials,Building Products & Equipment,54.1,4.74,11.8,0.1307,,,6780000000.0,44.38,49.9,1.83,0.72,1.17,56.03,27.04,0.0981,0.23329999999999998,0.155,32.99701943617627,63.954202301943354,True,True,True,False,False,True,True
0,mcd,Consumer Cyclical,Restaurants,198.72,7.64,26.34,0.1107,,,20770000000.0,189.65,189.3,1.89,2.43,2.6,221.93,124.23,0.036000000000000004,0.1335,0.395,38.489269042929514,416.2997504014821,True,True,True,False,False,True,True
0,mchp,Technology,Semiconductors,100.21,2.23,46.23,0.0242,0.105,172.26,5270000000.0,93.1,104.19,1.35,1.46,2.04,113.28,53.15,0.08900000000000001,0.2501,0.168,54.18661166134177,84.93498103608603,True,True,True,False,False,True,False
0,mck,Healthcare,Medical Distribution,155.34,4.96,31.7,0.0294,0.1374,140.37,231050000000.0,146.35,152.15,0.99,1.04,0.89,172.18,112.6,0.07730000000000001,0.0344,0.17800000000000002,70.12357125673526,121.52322994399665,True,True,True,False,True,False,False
0,mco,Financial Services,Financial Data & Stock Exchanges,289.68,8.06,35.94,0.1321,2.7292,911.92,4980000000.0,253.86,280.95,1.7,0.71,1.14,296.66,164.19,0.0731,0.16760000000000003,0.10800000000000001,121.15342890120922,139.10177584508196,True,True,True,False,False,True,True
0,mdlz,Consumer Defensive,Confectioners,54.87,2.54,21.87,0.04,0.1442,78.58,26040000000.0,52.69,52.21,0.53,2.03,1.83,59.96,41.19,0.059699999999999996,0.0825,0.078,18.473421097228595,197.02132437305647,True,True,True,False,True,False,False
0,mdt,Healthcare,Medical Devices,96.35,3.54,27.24,0.0356,0.0951,50.6,28910000000.0,99.76,93.97,2.12,2.24,2.05,122.15,72.13,0.0962,0.06570000000000001,0.54,55.576048036041996,73.36605139234695,True,True,True,False,True,True,False
0,met,Financial Services,Insurance—Life,38.22,9.37,4.04,0.0101,0.1382,157.0,71630000000.0,38.84,37.54,1.08,4.6,3.49,53.28,22.85,0.0163,0.0073,0.08800000000000001,3.1516020825893674,1112.7165485497558,True,True,True,True,True,False,False
0,mgm,Consumer Cyclical,Resorts & Casinos,15.79,5.48,2.73,0.0148,0.22820000000000001,153.02,11550000000.0,19.91,17.6,2.89,3.42,,34.64,5.9,-0.4521,-0.0636,0.506,-14.062026213165563,-212.2882276041885,True,True,True,False,False,True,False
0,mhk,Consumer Cyclical,"Furnishings, Fixtures & Appliances",85.01,49.9,1.75,0.0417,0.0951,39.12,9810000000.0,99.69,91.88,1.61,,,153.05,56.62,-0.1411,0.0403,0.696,-45.98475318727976,-284.8656219894975,True,True,False,False,False,True,False
0,mkc,Consumer Defensive,Packaged Foods,193.52,5.56,35.26,0.0621,0.2118,120.94,5430000000.0,163.1,180.44,1.02,1.23,1.68,196.77,112.23,0.05,0.1039,-0.019,53.55554433062265,261.34447407594877,True,True,True,False,False,False,False
0,mktx,Financial Services,Capital Markets,505.81,6.9,75.5,0.217,0.34700000000000003,11.1,615140000.0,423.44,514.05,6.22,0.44,0.66,561.68,275.5,0.1855,0.2177,0.05,691.0443860296974,-26.80499107936274,False,False,True,False,False,True,True
0,mlm,Basic Materials,Building Materials,223.65,9.48,24.05,0.0533,0.1158,70.68,4430000000.0,213.46,212.0,1.7,0.95,0.89,281.82,135.08,0.045,0.21109999999999998,0.08900000000000001,55.497706830987,302.98962384356685,True,True,True,False,True,True,False
0,mmm,Industrials,Specialty Industrial Machinery,159.84,8.52,19.15,0.10400000000000001,0.49920000000000003,228.64,32350000000.0,153.45,157.46,1.65,3.62,2.72,182.55,114.04,0.0239,0.059800000000000006,0.098,20.222229803249054,690.4172861012535,True,True,True,False,True,True,True
0,mnst,Consumer Defensive,Beverages—Non-Alcoholic,74.88,2.07,36.92,0.19140000000000001,0.2973,0.78,4320000000.0,65.78,70.89,2.92,,,76.73,50.06,0.1211,0.1972,0.14800000000000002,58.26251192580254,28.52175013559297,True,True,False,False,False,True,True
0,mrk,Healthcare,Drug Manufacturers—General,77.1,3.94,20.01,0.1176,0.37549999999999994,106.46,48080000000.0,79.98,77.94,1.12,2.93,2.98,92.64,65.25,0.0625,0.08650000000000001,0.145,27.602063907208095,179.3269382289411,True,True,True,False,False,False,True
0,mro,Energy,Oil & Gas E&P,5.72,0.32,17.54,0.018000000000000002,0.0215,47.59,4920000000.0,6.91,6.08,1.32,2.62,2.19,14.39,3.02,0.0097,-0.243,0.39399999999999996,0.2744365318120705,1984.2706188682484,True,True,True,False,True,True,False
0,ms,Financial Services,Capital Markets,50.18,5.52,9.29,,,351.07,43790000000.0,44.96,48.91,,2.79,2.23,57.57,27.2,0.0277,0.22010000000000002,-0.027999999999999997,7.422614205938788,576.0421410539064,True,True,True,False,True,False,False
0,msci,Financial Services,Financial Data & Stock Exchanges,385.65,6.24,63.15,0.1389,,,1600000000.0,313.26,349.44,2.03,0.68,1.05,398.49,206.82,0.11800000000000001,0.2979,0.129,290.9228072986073,32.560937240016145,True,False,True,False,False,True,True
0,msft,Technology,Software—Infrastructure,201.3,5.76,35.39,0.11259999999999999,0.4014,69.0,143020000000.0,177.9,201.56,2.52,1.01,1.89,216.38,130.78,0.15,0.18170000000000003,0.14,203.8464,-1.249175850051798,True,True,True,False,False,True,True
0,msi,Technology,Communication Equipment,141.73,5.21,27.26,0.1041,,,7890000000.0,151.77,138.68,1.15,1.71,1.85,187.49,120.77,0.1032,0.2525,0.141,89.04259017498623,59.17102110515049,True,True,True,False,False,False,True
0,mtb,Financial Services,Banks—Regional,105.13,10.78,9.54,0.011399999999999999,0.09380000000000001,,5340000000.0,121.53,105.54,,4.09,2.27,174.0,85.09,-0.0843,0.1727,0.18,-36.218394489887096,-390.26686986181676,True,True,True,True,True,False,False
0,mtd,Healthcare,Diagnostics & Research,862.72,22.13,40.46,0.16449999999999998,1.2610999999999999,513.66,2980000000.0,755.58,817.82,1.77,,,897.18,579.4,0.094,0.1429,0.177,502.0355393857606,71.84440787907884,True,True,False,False,False,True,True
0,mu,,,50.02,,25.91,,,,,49.43,50.38,,,,61.19,31.13,-0.18350000000000002,0.3129,0.6859999999999999,,,False,True,False,False,False,False,False
0,mxim,Technology,Semiconductors,67.13,2.98,23.09,0.11699999999999999,0.4965,64.94,2200000000.0,57.55,63.07,5.95,2.86,3.06,73.52,41.93,0.0274,0.1328,0.071,9.845836226050777,581.8110565599591,True,True,True,False,False,True,True
0,myl,Healthcare,Drug Manufacturers—Specialty & Generic,15.96,0.12,135.17,0.0334,0.0054,114.24,11620000000.0,17.39,16.4,1.26,,,23.11,12.75,0.0255,0.0155,0.039,2.151859115746597,641.6842433229002,True,False,False,False,False,True,False
0,ndaq,Financial Services,Financial Data & Stock Exchanges,130.56,4.78,27.31,0.053,0.141,67.48,4910000000.0,111.11,121.86,1.11,1.46,1.73,135.51,71.66,0.09,0.1177,0.002,69.52335086436999,87.79301972182512,True,True,True,False,False,False,False
0,nee,Utilities,Utilities—Regulated Electric,280.25,7.24,38.35,0.0315,0.0766,111.18,18980000000.0,247.69,254.67,0.61,1.89,2.54,285.63,174.8,0.08070000000000001,0.1117,0.086,130.15643001689966,115.31782944846599,True,True,True,False,False,False,False
0,nem,Basic Materials,Gold,66.75,4.41,15.67,0.038900000000000004,0.21280000000000002,30.17,10520000000.0,53.87,60.2,3.31,0.84,0.87,70.3,33.0,0.21789999999999998,0.030299999999999997,0.493,114.75986647853996,-41.83506651911083,True,True,True,False,False,True,False
0,ni,Utilities,Utilities—Regulated Gas,24.54,0.48,50.37,0.0379,0.0416,176.37,4940000000.0,25.55,23.58,0.77,3.34,3.07,30.67,19.56,0.0349,-0.0693,0.054000000000000006,4.47313272069139,448.6088057813535,True,False,True,False,True,False,False
0,nke,Consumer Cyclical,Footwear & Accessories,98.43,1.6,60.76,0.0707,0.297,161.58,37400000000.0,92.96,98.33,2.48,0.97,1.07,105.62,60.0,0.2364,0.0839,0.41100000000000003,181.60913605335304,-45.80118481975307,True,False,True,False,False,True,False
0,nlok,Technology,Software—Infrastructure,20.39,,0.0,0.0327,0.2011,,2490000000.0,20.7,20.25,1.17,,1.73,28.7,15.12,0.05,0.019799999999999998,0.252,,,True,False,False,False,False,False,False
0,now,Technology,Software—Application,425.19,3.36,129.26,0.0126,0.3909,53.09,3720000000.0,345.64,409.41,1.03,,,454.7,213.99,0.2709,1.095,0.267,994.3857967841979,-57.24094195884065,True,False,False,False,False,False,False
0,nrg,Utilities,Utilities—Independent Power Producers,34.19,15.9,2.12,0.0738,,455.14,9670000000.0,33.5,33.61,1.22,1.93,1.45,41.78,19.54,-0.128,0.1,-0.077,-16.525541686988486,-306.8918565430128,True,True,True,False,True,True,False
0,nsc,Industrials,Railroads,187.01,9.22,20.59,0.0679,0.1606,83.89,11080000000.0,176.59,178.38,0.89,1.97,2.13,219.88,112.62,0.0519,0.15990000000000001,0.249,54.03563050746579,246.08645858987782,True,True,True,False,False,False,False
0,ntap,Technology,Computer Hardware,43.2,3.52,12.53,0.0716,1.2297,748.76,5410000000.0,46.35,43.85,1.18,4.44,2.31,65.38,34.66,0.060899999999999996,0.14980000000000002,0.225,14.998299758264285,188.03264834199734,True,True,True,True,True,False,False
0,ntrs,Financial Services,Asset Management,76.03,6.43,11.92,0.0103,0.12890000000000001,,6060000000.0,83.84,80.6,,3.68,2.08,110.48,60.67,-0.0554,0.1567,0.03,-18.79178500157333,-504.5916872379842,True,True,True,False,True,False,False
0,nue,Basic Materials,Steel,42.85,1.66,26.34,0.0462,0.057699999999999994,50.58,20550000000.0,41.81,41.78,4.39,3.75,2.94,58.7,27.53,-0.046900000000000004,0.34600000000000003,0.297,-9.230828282255493,-564.2053636981955,True,True,True,False,True,True,False
0,nvda,Technology,Semiconductors,407.78,5.35,77.93,0.1162,0.29109999999999997,57.85,11780000000.0,304.71,387.19,10.29,0.16,0.55,431.69,147.39,0.16829999999999998,0.5283,0.217,485.0318592137347,-15.927172152972503,True,False,True,False,False,True,True
0,nws,Communication Services,Broadcasting,12.71,-1.57,0.0,0.0184,-0.1247,29.78,9550000000.0,11.8,12.22,1.39,1.57,,15.36,7.88,,,,,,True,False,True,False,False,True,False
0,o,Real Estate,REIT—Retail,57.42,1.46,40.3,0.0278,0.051399999999999994,74.21,1550000000.0,62.33,59.75,0.89,4.77,4.23,84.92,38.0,0.0545,0.038900000000000004,0.006,17.678087236934157,224.8088960667338,True,True,True,True,True,False,False
0,odfl,Industrials,Trucking,182.24,5.12,36.2,0.13470000000000001,0.2127,1.49,4110000000.0000005,147.58,171.45,1.94,0.27,,190.13,104.61,0.0738,0.2361,0.22,78.36941051967445,132.53971006231967,True,True,True,False,False,True,True
0,oke,Energy,Oil & Gas Midstream,28.72,1.92,14.59,0.059699999999999996,0.1332,261.33,9520000000.0,43.32,32.49,1.36,12.8,5.93,78.48,12.16,-0.0165,0.1968,0.059000000000000004,-2.210929236807035,-1399.0013213392872,True,True,True,True,True,True,False
0,orcl,Technology,Software—Infrastructure,55.65,3.08,17.97,0.0789,0.5778,579.63,39070000000.0,52.73,55.11,3.03,1.73,1.55,58.79,39.71,0.0904,0.0795,0.08900000000000001,29.63138405514819,87.8076295606965,True,True,True,False,True,True,False
0,orly,Consumer Cyclical,Specialty Retail,442.34,17.82,25.28,0.11230000000000001,5.6953,,10220000000.0,391.44,425.79,0.91,,,463.02,251.52,0.1435,0.1978,0.158,425.4547186873328,3.9687610857305433,True,True,False,False,False,False,True
0,otis,Industrials,Specialty Industrial Machinery,58.13,,0.0,,,,12980000000.0,52.03,57.43,1.03,,,61.46,38.0,,,,,,True,False,False,False,False,False,False
0,payx,Industrials,Staffing & Employment Services,72.19,3.04,23.88,0.106,0.40659999999999996,33.65,4040000000.0,74.08,74.34,1.23,3.44,3.07,90.54,47.87,0.032799999999999996,0.10550000000000001,0.087,12.569902208310557,474.30836615635536,True,True,True,False,True,True,True
0,pbct,Financial Services,Banks—Regional,12.0,1.13,10.01,0.0087,0.0666,,1840000000.0,12.87,11.68,,5.94,4.24,17.22,9.37,0.1373,0.12050000000000001,-0.127,10.096286802296873,18.855577649300102,True,True,True,True,True,False,False
0,pcar,Industrials,Farm & Heavy Construction Machinery,85.74,4.74,18.13,0.0479,0.1696,119.26,20710000000.0,71.07,76.68,1.32,1.49,1.64,87.24,49.11,-0.044000000000000004,0.1207,0.436,-17.119418303678447,-600.8347741673971,True,True,True,False,False,True,False
0,peak,Real Estate,REIT—Healthcare Facilities,26.24,,0.0,0.009899999999999999,0.0391,83.78,2150000000.0,28.56,27.17,1.69,,5.66,37.93,18.63,0.025,-0.2002,-0.5539999999999999,,,True,False,False,False,False,True,False
0,peg,Utilities,Utilities—Diversified,52.27,2.83,18.37,0.0342,0.0959,111.76,9880000000.0,51.65,50.89,0.72,3.63,3.5,63.88,34.75,0.0245,0.035,0.009000000000000001,6.61310544089565,690.4002207005607,True,True,True,False,True,False,False
0,pep,Consumer Defensive,Beverages—Non-Alcoholic,136.06,4.9,28.08,0.0793,0.5181,357.34,67650000000.00001,133.5,132.72,0.97,2.86,2.84,147.2,101.42,0.0548,0.0528,0.10800000000000001,41.59247986240007,227.12644316983685,True,True,True,False,True,False,False
0,pfe,Healthcare,Drug Manufacturers—General,37.66,2.8,13.41,0.057800000000000004,0.2541,80.03,50660000000.0,35.7,34.53,1.02,3.88,3.57,43.0,27.88,0.0425,0.0867,0.10800000000000001,8.589054915166459,338.4650042637448,True,True,True,False,True,False,False
0,pfg,Financial Services,Insurance—Diversified,44.77,4.47,10.0,0.0037,0.09630000000000001,29.12,17030000000.000002,41.49,42.65,2.82,4.91,3.57,60.58,23.31,0.066,0.061900000000000004,0.14800000000000002,16.641933980186575,169.0192140727269,True,True,True,True,True,True,False
0,pgr,Financial Services,Insurance—Property & Casualty,87.86,7.46,11.7,0.0642,0.2917,32.36,40540000000.0,78.45,81.53,0.5,3.02,2.2,90.72,62.18,0.0009,0.2998,-0.151,0.3890580159367512,22482.750232881288,True,True,True,False,True,False,False
0,ph,Industrials,Specialty Industrial Machinery,182.86,10.21,18.19,0.0719,0.215,146.99,14220000000.0,171.14,182.63,1.49,1.92,1.88,215.94,93.0,0.0478,0.1555,-0.025,48.2897516344648,278.67247979277516,True,True,True,False,True,True,False
0,phm,Consumer Cyclical,Residential Construction,42.62,4.24,10.44,0.09359999999999999,0.2127,53.47,10620000000.0,34.35,35.5,4.51,1.08,1.47,47.37,17.12,0.02,0.3139,0.122,4.555461966428082,835.5801961270278,True,True,True,False,False,True,False
0,pkg,Consumer Cyclical,Packaging & Containers,102.79,6.86,15.09,0.0885,0.2191,86.86,6940000000.0,96.27,100.79,3.51,3.07,2.88,114.78,71.05,-0.1043,0.1588,-0.02,-43.345472961372934,-337.14125830764544,True,True,True,False,True,True,False
0,pki,Healthcare,Diagnostics & Research,110.37,2.02,56.97,0.0387,0.0837,79.72,2890000000.0,91.73,102.03,1.84,0.25,0.41,115.42,62.91,0.147,0.10490000000000001,0.18100000000000002,112.10971925930976,-1.5518005671620538,True,False,True,False,False,True,False
